Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
B. Bereszynski,2022-2023,Napoli,it ITA,1. Serie A,3,2,1,1,1,2,2,"100,0",0,4,0,4,3,6,3,0.0,Partite,2,"1,09",2,0,0,0,0,1,"0,55",1,0,0,0,0,0.0,87,105,"82,9",1252,420,54,59,"91,5",26,33,"78,8",4,5,"80,0",1,0.2,0.1,+0.8,2,5,3,0,7.0,84,21,1,0,2,0,20,0,0,0,0,0
B. Bereszynski,2023-2024,Sampdoria,it ITA,2. Serie B,0,0,0,0,0,0,3,"0,0",3,0,0,0,0,0,5,0.0,Partite,2,"2,00",2,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,50,61,"82,0",821,246,23,26,"88,5",22,23,"95,7",5,9,"55,6",0,0.0,0.1,0.0,0,3,1,0,5.0,50,11,1,0,0,0,10,0,0,0,0,0
