,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2020-2021,2021-2022,2022-2023,2023-2024,4 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Empoli (3 stagioni),Fiorentina (1 stagione),,Serie A (3 stagioni),Serie B (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2020-2021,19,Empoli,it ITA,2. Serie B,1°,18.3,30,17,15,10,5,8,22,"36,4",14,24,3,21,26,56,37,0,Partite
2021-2022,20,Empoli,it ITA,1. Serie A,14°,16.4,35,19,25,5,5,13,31,"41,9",18,30,10,20,22,57,42,0,Partite
2022-2023,21,Empoli,it ITA,1. Serie A,14°,31.4,65,35,37,21,7,30,72,"41,7",42,51,16,35,41,106,91,0,Partite
2023-2024,22,Fiorentina,it ITA,1. Serie A,7°,11.1,22,10,8,8,6,12,18,"66,7",6,19,4,15,12,34,20,0,Partite
4 stagioni,2 club,,2 campionati,,77.3,152,81,85,44,23,63,143,"44,1",80,124,33,91,101,253,190,0,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Empoli (3 stagioni),,2 campionati,,66.1,130,71,77,36,17,51,125,"40,8",74,105,29,76,89,219,170,0,
Fiorentina (1 stagione),,1 campionato,,11.1,22,10,8,8,6,12,18,"66,7",6,19,4,15,12,34,20,0,
,,,,,,,,,,,,,,,,,,,,,
Serie A (3 stagioni),,,,59.0,122,64,70,34,18,55,121,"45,5",66,100,30,70,75,197,153,0,
Serie B (1 stagione),,,,18.3,30,17,15,10,5,8,22,"36,4",14,24,3,21,26,56,37,0,
