,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,2020-2021,2021-2022,2022-2023,2023-2024,4 stagioni,,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,Empoli (3 stagioni),Fiorentina (1 stagione),,Serie A (3 stagioni),Serie B (1 stagione)
,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
2020-2021,19,Empoli,it ITA,2. Serie B,1°,18.3,1098,1390,"79,0",18121,7061,568,620,"91,6",420,520,"80,8",93,186,"50,0",2,3.2,3.3,-1.2,21,97,13,5,120,Partite
2021-2022,20,Empoli,it ITA,1. Serie A,14°,16.4,585,777,"75,3",9644,4062,292,323,"90,4",234,311,"75,2",46,99,"46,5",1,0.3,0.5,+0.7,9,58,14,1,74,Partite
2022-2023,21,Empoli,it ITA,1. Serie A,14°,31.4,1263,1646,"76,7",20129,9462,684,768,"89,1",457,589,"77,6",95,184,"51,6",0,2.0,1.5,-2.0,21,99,35,11,154,Partite
2023-2024,22,Fiorentina,it ITA,1. Serie A,7°,11.1,582,709,"82,1",9935,3165,285,317,"89,9",244,290,"84,1",47,73,"64,4",1,1.6,0.8,-0.6,11,41,10,3,54,Partite
4 stagioni,2 club,,2 campionati,,77.3,3528,4522,"78,0",57829,23750,1829,2028,"90,2",1355,1710,"79,2",281,542,"51,8",4,7.1,6.0,-3.1,62,295,72,20,402,
,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
Empoli (3 stagioni),,2 campionati,,66.1,2946,3813,"77,3",47894,20585,1544,1711,"90,2",1111,1420,"78,2",234,469,"49,9",3,5.5,5.2,-2.5,51,254,62,17,348,
Fiorentina (1 stagione),,1 campionato,,11.1,582,709,"82,1",9935,3165,285,317,"89,9",244,290,"84,1",47,73,"64,4",1,1.6,0.8,-0.6,11,41,10,3,54,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serie A (3 stagioni),,,,59.0,2430,3132,"77,6",39708,16689,1261,1408,"89,6",935,1190,"78,6",188,356,"52,8",2,3.9,2.8,-1.9,41,198,59,15,282,
Serie B (1 stagione),,,,18.3,1098,1390,"79,0",18121,7061,568,620,"91,6",420,520,"80,8",93,186,"50,0",2,3.2,3.3,-1.2,21,97,13,5,120,
