Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
J. Bijol,2022-2023,Udinese,it ITA,1. Serie A,39,23,32,7,0,16,27,"59,3",11,41,25,16,29,68,165,0.0,Partite,21,"0,69",17,0,0,0,0,3,"0,10",3,0,0,0,0,0.0,1170,1381,"84,7",24657,10028,322,367,"87,7",681,730,"93,3",155,253,"61,3",2,1.6,1.7,+0.4,9,54,5,1,66.0,1341,35,28,4,13,1,1,0,0,0,0,5
J. Bijol,2023-2024,Udinese,it ITA,1. Serie A,26,16,22,4,0,13,23,"56,5",10,17,11,6,14,40,68,1.0,Partite,3,"0,23",3,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,426,531,"80,2",8706,4070,136,158,"86,1",221,254,"87,0",63,103,"61,2",0,0.2,0.3,-0.2,2,28,2,0,35.0,509,20,16,1,3,1,1,0,0,0,0,2
