Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
L. Sernicola,2022-2023,Cremonese,it ITA,1. Serie A,45,33,25,13,7,29,43,"67,4",14,23,6,17,38,83,55,0.0,Partite,55,"2,14",40,5,1,5,1,4,"0,16",3,0,0,0,1,0.0,615,945,"65,1",10638,4546,293,352,"83,2",239,389,"61,4",64,143,"44,8",2,2.3,2.2,-0.3,25,50,29,21,62.0,737,203,12,2,6,118,179,12,0,11,0,5
L. Sernicola,2023-2024,Cremonese,it ITA,2. Serie B,24,16,15,5,4,17,20,"85,0",3,16,1,15,23,47,44,0.0,Partite,64,"2,93",53,3,5,1,0,6,"0,27",6,0,0,0,0,0.0,734,957,"76,7",12535,4389,364,409,"89,0",295,376,"78,5",63,131,"48,1",4,3.7,3.4,+0.3,34,61,36,25,98.0,858,98,6,0,8,130,86,6,1,1,0,1
