Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco,Season,Age,Squad,Country,Comp,LgRank,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Sh,Pass,Clr,Err,Matches,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,KP,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off
J. Palomino,2022-2023,Atalanta,it ITA,1. Serie A,23.0,14.0,16.0,7.0,0.0,11.0,19.0,"57,9",8.0,11.0,4.0,7.0,28.0,51.0,20.0,0.0,Partite,9.0,"1,07",7.0,0.0,1.0,0.0,0.0,2.0,"0,24",1.0,0.0,0.0,1.0,0.0,0.0,428.0,518.0,"82,6",7998.0,2928.0,169.0,191.0,"88,5",214.0,242.0,"88,4",44.0,70.0,"62,9",0.0,0.3,0.3,-0.3,2.0,26.0,4.0,2.0,29.0,485.0,33.0,21.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Palomino,2023-2024,Atalanta,it ITA,1. Serie A,2.0,1.0,1.0,1.0,0.0,1.0,1.0,"100,0",0.0,2.0,1.0,1.0,1.0,3.0,6.0,0.0,Partite,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,"78,1",513.0,194.0,8.0,10.0,"80,0",12.0,14.0,"85,7",4.0,7.0,"57,1",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Sala,2022-2023,FC Juárez,mx MEX,1. Liga MX,23.0,14.0,9.0,13.0,1.0,12.0,31.0,"38,7",19.0,16.0,8.0,8.0,16.0,39.0,28.0,0.0,Partite,29.0,"1,29",28.0,0.0,0.0,0.0,0.0,2.0,"0,09",2.0,0.0,0.0,0.0,0.0,0.0,840.0,975.0,"86,2",15260.0,3782.0,339.0,377.0,"89,9",387.0,429.0,"90,2",93.0,130.0,"71,5",0.0,0.4,0.7,-0.4,11.0,64.0,6.0,2.0,71.0,956.0,18.0,16.0,1.0,14.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Sala,2023-2024,FC Juárez,mx MEX,1. Liga MX,28.0,18.0,13.0,14.0,1.0,14.0,28.0,"50,0",14.0,14.0,9.0,5.0,17.0,45.0,29.0,0.0,Partite,22.0,"1,16",17.0,1.0,0.0,0.0,2.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,704.0,800.0,"88,0",12288.0,3659.0,306.0,338.0,"90,5",339.0,366.0,"92,6",49.0,73.0,"67,1",0.0,0.3,0.4,-0.3,9.0,52.0,3.0,1.0,47.0,781.0,19.0,19.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Sambia,2022-2023,Salernitana,it ITA,1. Serie A,12.0,5.0,7.0,4.0,1.0,6.0,10.0,"60,0",4.0,9.0,3.0,6.0,8.0,20.0,16.0,1.0,Partite,22.0,"2,84",17.0,0.0,4.0,0.0,0.0,1.0,"0,13",1.0,0.0,0.0,0.0,0.0,0.0,312.0,396.0,"78,8",4617.0,1867.0,178.0,198.0,"89,9",107.0,141.0,"75,9",14.0,33.0,"42,4",1.0,1.6,0.7,-0.6,7.0,14.0,10.0,2.0,27.0,311.0,85.0,6.0,0.0,1.0,33.0,71.0,8.0,3.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Sambia,2023-2024,Salernitana,it ITA,1. Serie A,5.0,2.0,5.0,0.0,0.0,3.0,6.0,"50,0",3.0,3.0,1.0,2.0,5.0,10.0,14.0,0.0,Partite,13.0,"2,58",12.0,1.0,0.0,0.0,0.0,2.0,"0,40",2.0,0.0,0.0,0.0,0.0,0.0,179.0,233.0,"76,8",2750.0,902.0,105.0,120.0,"87,5",60.0,80.0,"75,0",11.0,20.0,"55,0",0.0,0.3,0.2,-0.3,5.0,10.0,7.0,3.0,20.0,200.0,32.0,2.0,0.0,0.0,12.0,30.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Toljan,2022-2023,Sassuolo,it ITA,1. Serie A,36.0,23.0,17.0,14.0,5.0,22.0,33.0,"66,7",11.0,31.0,14.0,17.0,18.0,54.0,60.0,1.0,Partite,42.0,"1,41",41.0,1.0,0.0,0.0,0.0,3.0,"0,10",3.0,0.0,0.0,0.0,0.0,0.0,1363.0,1610.0,"84,7",21955.0,8084.0,722.0,793.0,"91,0",505.0,576.0,"87,7",104.0,163.0,"63,8",1.0,2.4,1.6,-1.4,22.0,124.0,23.0,7.0,142.0,1299.0,308.0,33.0,2.0,10.0,28.0,275.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Toljan,2023-2024,Sassuolo,it ITA,1. Serie A,10.0,7.0,6.0,3.0,1.0,7.0,13.0,"53,8",6.0,16.0,4.0,12.0,10.0,20.0,41.0,1.0,Partite,32.0,"1,78",29.0,2.0,0.0,1.0,0.0,7.0,"0,39",6.0,0.0,0.0,0.0,1.0,0.0,621.0,803.0,"77,3",10072.0,4035.0,320.0,347.0,"92,2",241.0,303.0,"79,5",44.0,108.0,"40,7",5.0,1.4,1.7,3.6,17.0,41.0,15.0,6.0,60.0,631.0,169.0,19.0,0.0,3.0,39.0,149.0,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Vasquez,2022-2023,Cremonese,it ITA,1. Serie A,41.0,26.0,34.0,7.0,0.0,18.0,39.0,"46,2",21.0,27.0,20.0,7.0,45.0,86.0,93.0,1.0,Partite,20.0,"0,99",17.0,0.0,0.0,3.0,0.0,1.0,"0,05",1.0,0.0,0.0,0.0,0.0,0.0,632.0,810.0,"78,0",11163.0,4435.0,257.0,298.0,"86,2",318.0,366.0,"86,9",46.0,114.0,"40,4",0.0,0.3,0.3,-0.3,6.0,39.0,4.0,1.0,48.0,739.0,69.0,33.0,1.0,1.0,4.0,29.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Vasquez,2023-2024,Genoa,it ITA,1. Serie A,41.0,27.0,30.0,9.0,2.0,30.0,41.0,"73,2",11.0,35.0,16.0,19.0,30.0,71.0,72.0,0.0,Partite,28.0,"1,34",16.0,1.0,2.0,3.0,0.0,2.0,"0,10",1.0,0.0,0.0,1.0,0.0,0.0,667.0,893.0,"74,7",12164.0,4227.0,268.0,306.0,"87,6",324.0,400.0,"81,0",63.0,140.0,"45,0",0.0,0.5,1.0,-0.5,8.0,43.0,4.0,2.0,49.0,744.0,147.0,26.0,0.0,2.0,21.0,100.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Zemura,2022-2023,Bournemouth,eng ENG,1. Premier League,39.0,24.0,24.0,14.0,1.0,23.0,43.0,"53,5",20.0,31.0,9.0,22.0,16.0,55.0,32.0,0.0,Partite,35.0,"2,17",25.0,0.0,6.0,2.0,0.0,2.0,"0,12",2.0,0.0,0.0,0.0,0.0,0.0,423.0,594.0,"71,2",6117.0,3247.0,242.0,284.0,"85,2",133.0,187.0,"71,1",23.0,55.0,"41,8",1.0,1.9,2.1,-0.9,18.0,32.0,12.0,5.0,45.0,466.0,127.0,8.0,0.0,1.0,18.0,119.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Zemura,2023-2024,Udinese,it ITA,1. Serie A,23.0,16.0,13.0,7.0,3.0,10.0,17.0,"58,8",7.0,5.0,1.0,4.0,13.0,36.0,16.0,0.0,Partite,16.0,"1,54",9.0,2.0,1.0,2.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,214.0,308.0,"69,5",3024.0,1271.0,139.0,162.0,"85,8",58.0,94.0,"61,7",9.0,29.0,"31,0",0.0,0.3,0.3,-0.3,7.0,20.0,3.0,1.0,27.0,269.0,38.0,3.0,0.0,0.0,18.0,35.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Min-Jae,2022-2023,Napoli,it ITA,1. Serie A,55.0,30.0,32.0,22.0,1.0,25.0,29.0,"86,2",4.0,36.0,26.0,10.0,41.0,96.0,123.0,1.0,Partite,37.0,"1,09",34.0,0.0,0.0,0.0,2.0,3.0,"0,09",2.0,0.0,0.0,1.0,0.0,0.0,2552.0,2812.0,"90,8",46165.0,17303.0,1026.0,1090.0,"94,1",1269.0,1347.0,"94,2",214.0,295.0,"72,5",2.0,1.9,0.9,0.1,10.0,201.0,8.0,2.0,169.0,2755.0,53.0,49.0,2.0,30.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Min-Jae,2023-2024,Bayern Munich,de GER,1. Bundesliga,25.0,16.0,13.0,8.0,4.0,9.0,20.0,"45,0",11.0,23.0,13.0,10.0,40.0,65.0,53.0,1.0,Partite,22.0,"1,24",20.0,1.0,0.0,0.0,1.0,3.0,"0,17",3.0,0.0,0.0,0.0,0.0,0.0,1635.0,1763.0,"92,7",27692.0,10739.0,704.0,739.0,"95,3",835.0,876.0,"95,3",81.0,113.0,"71,7",1.0,0.4,0.4,0.6,8.0,111.0,2.0,0.0,111.0,1708.0,53.0,20.0,3.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Amian,2022-2023,Spezia,it ITA,1. Serie A,54.0,32.0,33.0,12.0,9.0,24.0,31.0,"77,4",7.0,34.0,12.0,22.0,22.0,76.0,87.0,1.0,Partite,45.0,"1,71",34.0,3.0,2.0,0.0,2.0,3.0,"0,11",1.0,0.0,0.0,2.0,0.0,0.0,830.0,1110.0,"74,8",13341.0,5833.0,414.0,481.0,"86,1",324.0,419.0,"77,3",59.0,131.0,"45,0",1.0,2.3,2.2,-1.3,18.0,80.0,19.0,10.0,102.0,869.0,238.0,14.0,1.0,2.0,39.0,222.0,2.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Amian,2023-2024,Spezia,it ITA,2. Serie B,42.0,30.0,32.0,9.0,1.0,16.0,21.0,"76,2",5.0,26.0,15.0,11.0,23.0,65.0,52.0,1.0,Partite,20.0,"1,05",14.0,1.0,0.0,0.0,1.0,2.0,"0,11",1.0,0.0,0.0,1.0,0.0,0.0,770.0,961.0,"80,1",12434.0,5743.0,375.0,420.0,"89,3",328.0,387.0,"84,8",45.0,108.0,"41,7",0.0,0.3,0.8,-0.3,10.0,76.0,7.0,2.0,91.0,815.0,143.0,34.0,1.0,1.0,17.0,109.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Bonifazi,2022-2023,Bologna,it ITA,1. Serie A,13.0,8.0,7.0,6.0,0.0,6.0,12.0,"50,0",6.0,11.0,8.0,3.0,12.0,25.0,39.0,0.0,Partite,9.0,"0,90",9.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,643.0,722.0,"89,1",12821.0,4841.0,216.0,229.0,"94,3",343.0,369.0,"93,0",81.0,116.0,"69,8",0.0,0.0,0.1,0.0,2.0,36.0,0.0,0.0,33.0,702.0,19.0,17.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Bonifazi,2023-2024,Bologna,it ITA,1. Serie A,4.0,0.0,0.0,4.0,0.0,1.0,2.0,"50,0",1.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,Partite,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,72.0,82.0,"87,8",1259.0,518.0,36.0,37.0,"97,3",28.0,31.0,"90,3",7.0,11.0,"63,6",0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,80.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Djidji,2022-2023,Torino,it ITA,1. Serie A,50.0,25.0,32.0,17.0,1.0,18.0,32.0,"56,3",14.0,29.0,14.0,15.0,34.0,84.0,72.0,0.0,Partite,18.0,"0,67",16.0,0.0,0.0,0.0,2.0,1.0,"0,04",1.0,0.0,0.0,0.0,0.0,0.0,1249.0,1441.0,"86,7",22239.0,6388.0,504.0,543.0,"92,8",617.0,672.0,"91,8",101.0,171.0,"59,1",0.0,0.1,0.3,-0.1,2.0,81.0,5.0,2.0,83.0,1408.0,30.0,15.0,1.0,10.0,13.0,14.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Djidji,2023-2024,Torino,it ITA,1. Serie A,11.0,9.0,8.0,3.0,0.0,2.0,2.0,"100,0",0.0,10.0,5.0,5.0,10.0,21.0,17.0,0.0,Partite,4.0,"0,53",4.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,349.0,409.0,"85,3",5852.0,1905.0,144.0,161.0,"89,4",175.0,190.0,"92,1",22.0,41.0,"53,7",0.0,0.0,0.1,0.0,0.0,16.0,0.0,0.0,18.0,389.0,17.0,8.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Ehizibue,2022-2023,Köln,de GER,1. Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"64,4",0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,Partite,1.0,"1,48",1.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,"62,5",275.0,142.0,8.0,10.0,"80,0",3.0,6.0,"50,0",4.0,6.0,"66,7",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,18.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Ehizibue,2023-2024,Udinese,it ITA,1. Serie A,7.0,6.0,6.0,1.0,0.0,4.0,5.0,"80,0",1.0,6.0,3.0,3.0,5.0,12.0,14.0,0.0,Partite,10.0,"2,23",7.0,0.0,1.0,2.0,0.0,1.0,"0,22",1.0,0.0,0.0,0.0,0.0,0.0,87.0,119.0,"73,1",1313.0,427.0,52.0,60.0,"86,7",24.0,35.0,"68,6",7.0,9.0,"77,8",1.0,0.1,0.2,0.9,2.0,5.0,4.0,3.0,10.0,107.0,12.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Gunter,2022-2023,Hellas Verona,it ITA,1. Serie A,10.0,6.0,1.0,8.0,1.0,4.0,7.0,"57,1",3.0,24.0,15.0,9.0,30.0,40.0,46.0,0.0,Partite,13.0,"1,17",10.0,1.0,0.0,0.0,0.0,1.0,"0,09",0.0,0.0,0.0,1.0,0.0,0.0,323.0,422.0,"76,5",6871.0,3172.0,102.0,126.0,"81,0",160.0,183.0,"87,4",58.0,101.0,"57,4",0.0,0.9,0.3,-0.9,8.0,31.0,1.0,1.0,36.0,400.0,21.0,20.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Gunter,2023-2024,Fatih Karagümrük,tr TUR,1. Süper Lig,,0.0,,,,,,,,,,,1.0,,,,Partite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Manolas,2022-2023,Olympiacos,gr GRE,1. Super League,,,,,,,,,,,,,,,,,Partite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Manolas,2023-2024,Salernitana,it ITA,1. Serie A,1.0,1.0,0.0,1.0,0.0,1.0,1.0,"100,0",0.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,Partite,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,60.0,64.0,"93,8",1288.0,380.0,15.0,15.0,"100,0",38.0,40.0,"95,0",7.0,9.0,"77,8",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazaro,2022-2023,Torino,it ITA,1. Serie A,10.0,5.0,6.0,0.0,4.0,6.0,14.0,"42,9",8.0,16.0,3.0,13.0,3.0,13.0,29.0,0.0,Partite,51.0,"3,34",33.0,14.0,2.0,0.0,0.0,4.0,"0,26",3.0,1.0,0.0,0.0,0.0,0.0,674.0,902.0,"74,7",11347.0,4278.0,329.0,374.0,"88,0",260.0,336.0,"77,4",65.0,139.0,"46,8",3.0,2.7,2.5,0.3,29.0,48.0,19.0,10.0,74.0,693.0,205.0,22.0,0.0,1.0,86.0,142.0,41.0,14.0,17.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazaro,2023-2024,Torino,it ITA,1. Serie A,11.0,8.0,2.0,8.0,1.0,7.0,12.0,"58,3",5.0,11.0,1.0,10.0,8.0,19.0,24.0,0.0,Partite,49.0,"2,58",31.0,14.0,2.0,1.0,0.0,3.0,"0,16",2.0,1.0,0.0,0.0,0.0,0.0,709.0,938.0,"75,6",11538.0,4011.0,355.0,391.0,"90,8",273.0,361.0,"75,6",56.0,125.0,"44,8",2.0,2.2,2.4,-0.2,31.0,56.0,28.0,14.0,84.0,747.0,185.0,12.0,1.0,3.0,108.0,127.0,46.0,32.0,10.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Bonucci,2022-2023,Juventus,it ITA,1. Serie A,5.0,4.0,1.0,4.0,0.0,2.0,4.0,"50,0",2.0,12.0,8.0,4.0,13.0,18.0,29.0,0.0,Partite,9.0,"0,92",7.0,0.0,0.0,0.0,1.0,1.0,"0,10",0.0,0.0,0.0,1.0,0.0,0.0,508.0,580.0,"87,6",10749.0,4060.0,139.0,149.0,"93,3",295.0,316.0,"93,4",71.0,106.0,"67,0",0.0,0.2,0.3,-0.2,4.0,35.0,4.0,0.0,28.0,539.0,40.0,13.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Bonucci,2023-2024,Union Berlin,de GER,1. Bundesliga,6.0,5.0,2.0,4.0,0.0,4.0,4.0,"100,0",0.0,5.0,3.0,2.0,7.0,13.0,16.0,0.0,Partite,4.0,"0,78",4.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,190.0,248.0,"76,6",4063.0,1911.0,51.0,58.0,"87,9",105.0,118.0,"89,0",31.0,67.0,"46,3",0.0,0.3,0.1,-0.3,2.0,17.0,2.0,1.0,21.0,236.0,11.0,7.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Cacace,2022-2023,Empoli,it ITA,1. Serie A,25.0,10.0,12.0,8.0,5.0,9.0,15.0,"60,0",6.0,15.0,7.0,8.0,4.0,29.0,16.0,0.0,Partite,23.0,"3,53",13.0,3.0,2.0,0.0,1.0,1.0,"0,15",0.0,0.0,0.0,1.0,0.0,0.0,338.0,424.0,"79,7",5441.0,1880.0,169.0,188.0,"89,9",143.0,173.0,"82,7",20.0,42.0,"47,6",0.0,0.6,0.7,-0.6,8.0,24.0,1.0,1.0,41.0,336.0,88.0,11.0,0.0,1.0,29.0,75.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Cacace,2023-2024,Empoli,it ITA,1. Serie A,32.0,18.0,20.0,9.0,3.0,20.0,28.0,"71,4",8.0,14.0,3.0,11.0,14.0,46.0,43.0,0.0,Partite,31.0,"1,84",21.0,8.0,0.0,0.0,0.0,1.0,"0,06",1.0,0.0,0.0,0.0,0.0,0.0,669.0,884.0,"75,7",10938.0,4301.0,363.0,401.0,"90,5",240.0,307.0,"78,2",57.0,135.0,"42,2",0.0,0.9,1.2,-0.9,14.0,51.0,12.0,5.0,64.0,677.0,202.0,21.0,2.0,3.0,46.0,166.0,15.0,2.0,9.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Caldirola,2022-2023,Monza,it ITA,1. Serie A,26.0,14.0,19.0,4.0,3.0,13.0,26.0,"50,0",13.0,32.0,18.0,14.0,25.0,51.0,66.0,1.0,Partite,12.0,"0,46",12.0,0.0,0.0,0.0,0.0,1.0,"0,04",1.0,0.0,0.0,0.0,0.0,0.0,1262.0,1435.0,"87,9",22342.0,8287.0,534.0,555.0,"96,2",592.0,653.0,"90,7",109.0,179.0,"60,9",0.0,0.5,0.3,-0.5,4.0,55.0,4.0,1.0,63.0,1368.0,65.0,39.0,1.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Caldirola,2023-2024,Monza,it ITA,1. Serie A,23.0,13.0,18.0,3.0,2.0,12.0,21.0,"57,1",9.0,26.0,17.0,9.0,27.0,50.0,47.0,0.0,Partite,13.0,"0,60",12.0,0.0,0.0,0.0,1.0,1.0,"0,05",1.0,0.0,0.0,0.0,0.0,0.0,1155.0,1273.0,"90,7",22158.0,7265.0,414.0,425.0,"97,4",614.0,650.0,"94,5",121.0,176.0,"68,8",1.0,0.6,0.2,0.4,5.0,58.0,1.0,1.0,50.0,1201.0,70.0,41.0,0.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. De_Silvestri,2022-2023,Bologna,it ITA,1. Serie A,3.0,2.0,2.0,0.0,1.0,3.0,7.0,"42,9",4.0,6.0,5.0,1.0,3.0,6.0,20.0,0.0,Partite,11.0,"1,47",11.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,330.0,430.0,"76,7",5002.0,2370.0,182.0,202.0,"90,1",127.0,168.0,"75,6",11.0,40.0,"27,5",0.0,0.2,0.2,-0.2,6.0,29.0,4.0,1.0,31.0,352.0,78.0,6.0,1.0,1.0,7.0,72.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. De_Silvestri,2023-2024,Bologna,it ITA,1. Serie A,6.0,4.0,3.0,2.0,1.0,3.0,5.0,"60,0",2.0,7.0,3.0,4.0,5.0,11.0,19.0,0.0,Partite,4.0,"0,63",4.0,0.0,0.0,0.0,0.0,1.0,"0,16",1.0,0.0,0.0,0.0,0.0,0.0,303.0,350.0,"86,6",4741.0,1610.0,151.0,163.0,"92,6",132.0,152.0,"86,8",14.0,22.0,"63,6",0.0,0.0,0.1,0.0,0.0,17.0,1.0,1.0,26.0,293.0,56.0,14.0,0.0,0.0,5.0,42.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Gianetti,2023-2024,Udinese,it ITA,1. Serie A,7.0,3.0,6.0,1.0,0.0,3.0,3.0,"100,0",0.0,6.0,3.0,3.0,15.0,22.0,28.0,0.0,Partite,2.0,"0,40",2.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,204.0,224.0,"91,1",4274.0,1471.0,48.0,52.0,"92,3",125.0,134.0,"93,3",28.0,33.0,"84,8",0.0,0.1,0.1,-0.1,1.0,2.0,0.0,0.0,2.0,220.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
