Giocatore,Season,Age,Squad,Country,Comp,LgRank,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off
Salvador Ferrer,2022-2023,24,Spezia,it ITA,1. Serie A,17th,1.5,4,2,2,2,0,1,3,33.3,2,3,1,2,1,5,4,0.0,Matches,2,1.33,0,2,0,0,0,0,0.00,0,0,0,0,0,0.0,73,76.8,1365,482,29,33,87.9,32,41,78.0,10,16,62.5,0,0.0,0.0,0.0,1,3,0,0,1.0,81,14,1,0,0,1,13,0,0,0,0,0
