,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2022-2023,2023-2024,2023-2024,7 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Stuttgart (4 stagioni),Admira (2 stagioni),Wolves (2 stagioni),Eint Frankfurt (1 stagione),,Bundesliga (4 stagioni),Bundesliga (2 stagioni),Premier League (2 stagioni),2. Bundesliga (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2017-2018,20,Admira,at AUT,1. Bundesliga,5°,10.2,,17,,,,,,,,,,,10,,,,Partite
2018-2019,21,Admira,at AUT,1. Bundesliga,10°,9.8,,11,,,,,,,,,,,6,,,,Partite
2019-2020,22,Stuttgart,de GER,2. 2. Bundesliga,2°,1.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Partite
2020-2021,23,Stuttgart,de GER,1. Bundesliga,9°,23.7,16,12,4,5,7,2,17,"11,8",15,10,1,9,9,25,21,0,Partite
2021-2022,24,Stuttgart,de GER,1. Bundesliga,15°,13.6,10,6,2,5,3,3,11,"27,3",8,5,0,5,2,12,14,0,Partite
2022-2023,25,Stuttgart,de GER,1. Bundesliga,16°,2.6,3,2,0,1,2,1,3,"33,3",2,1,0,1,0,3,0,0,Partite
2022-2023,25,Wolves,eng ENG,1. Premier League,13°,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Partite
2023-2024,26,Wolves,eng ENG,1. Premier League,10°,1.8,6,2,3,2,1,1,2,"50,0",1,3,0,3,1,7,6,0,Partite
2023-2024,26,Eint Frankfurt,de GER,1. Bundesliga,6°,3.6,2,2,0,2,0,0,0,,0,2,2,0,2,4,6,0,Partite
7 stagioni,4 club,,4 campionati,,67.6,37,52,9,15,13,7,33,"21,2",26,21,3,18,31,52,50,0,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Stuttgart (4 stagioni),,2 campionati,,41.7,29,20,6,11,12,6,31,"19,4",25,16,1,15,11,40,38,0,
Admira (2 stagioni),,1 campionato,,20.0,,28,,,,,,,,,,,16,0,,,
Wolves (2 stagioni),,1 campionato,,2.3,6,2,3,2,1,1,2,"50,0",1,3,0,3,2,8,6,0,
Eint Frankfurt (1 stagione),,1 campionato,,3.6,2,2,0,2,0,0,0,,0,2,2,0,2,4,6,0,
,,,,,,,,,,,,,,,,,,,,,
Bundesliga (4 stagioni),,,,43.5,31,22,6,13,12,6,31,"19,4",25,18,3,15,13,44,41,0,
Bundesliga (2 stagioni),,,,20.0,,28,,,,,,,,,,,16,0,,,
Premier League (2 stagioni),,,,2.3,6,2,3,2,1,1,2,"50,0",1,3,0,3,2,8,6,0,
2. Bundesliga (1 stagione),,,,1.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,
