,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2020-2021,2021-2022,2022-2023,2022-2023,2023-2024,2023-2024,4 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Udinese (2 stagioni),Atalanta (1 stagione),Rennes (1 stagione),Torino (1 stagione),Schalke 04 (1 stagione),,Serie A (3 stagioni),Ligue 1 (1 stagione),2. Bundesliga (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2020-2021,18,Rennes,fr FRA,1. Ligue 1,6°,6.2,21,15,16,5,0,10,16,"62,5",6,3,0,3,6,27,12,0,Partite
2021-2022,19,Udinese,it ITA,1. Serie A,12°,8.6,20,9,8,10,2,11,16,"68,8",5,10,2,8,5,25,9,1,Partite
2022-2023,20,Udinese,it ITA,1. Serie A,12°,1.0,1,1,0,1,0,0,0,,0,4,0,4,1,2,1,0,Partite
2022-2023,20,Atalanta,it ITA,1. Serie A,5°,7.1,8,5,4,4,0,3,9,"33,3",6,10,0,10,3,11,7,0,Partite
2023-2024,21,Torino,it ITA,1. Serie A,10°,2.0,2,2,1,1,0,2,6,"33,3",4,2,0,2,0,2,3,1,Partite
2023-2024,21,Schalke 04,de GER,2. 2. Bundesliga,13°,1.3,1,1,1,0,0,1,3,"33,3",2,4,1,3,2,3,3,0,Partite
4 stagioni,5 club,,3 campionati,,26.2,53,33,30,21,2,27,50,"54,0",23,33,3,30,17,70,35,2,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Udinese (2 stagioni),,1 campionato,,9.6,21,10,8,11,2,11,16,"68,8",5,14,2,12,6,27,10,1,
Atalanta (1 stagione),,1 campionato,,7.1,8,5,4,4,0,3,9,"33,3",6,10,0,10,3,11,7,0,
Rennes (1 stagione),,1 campionato,,6.2,21,15,16,5,0,10,16,"62,5",6,3,0,3,6,27,12,0,
Torino (1 stagione),,1 campionato,,2.0,2,2,1,1,0,2,6,"33,3",4,2,0,2,0,2,3,1,
Schalke 04 (1 stagione),,1 campionato,,1.3,1,1,1,0,0,1,3,"33,3",2,4,1,3,2,3,3,0,
,,,,,,,,,,,,,,,,,,,,,
Serie A (3 stagioni),,,,18.8,31,17,13,16,2,16,31,"51,6",15,26,2,24,9,40,20,2,
Ligue 1 (1 stagione),,,,6.2,21,15,16,5,0,10,16,"62,5",6,3,0,3,6,27,12,0,
2. Bundesliga (1 stagione),,,,1.3,1,1,1,0,0,1,3,"33,3",2,4,1,3,2,3,3,0,
