,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2017-2018,2018-2019,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,8 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Monaco (3 stagioni),Lille (2 stagioni),Milan (2 stagioni),Fulham (1 stagione),Paris S-G (1 stagione),,Ligue 1 (5 stagioni),Serie A (2 stagioni),Premier League (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2017-2018,20,Lille,fr FRA,1. Ligue 1,17°,22.8,50,36,29,16,5,21,47,"44,7",26,27,2,25,28,78,47,1,Partite
2018-2019,21,Lille,fr FRA,1. Ligue 1,2°,17.7,47,35,26,19,2,21,32,"65,6",11,25,7,18,27,74,42,2,Partite
2018-2019,21,Monaco,fr FRA,1. Ligue 1,17°,17.7,46,31,26,16,4,20,40,"50,0",20,20,2,18,28,74,38,2,Partite
2019-2020,22,Monaco,fr FRA,1. Ligue 1,9°,18.7,36,25,21,11,4,17,32,"53,1",15,10,1,9,24,60,45,0,Partite
2020-2021,23,Monaco,fr FRA,1. Ligue 1,3°,7.4,21,17,9,11,1,6,13,"46,2",7,7,0,7,6,27,11,1,Partite
2021-2022,24,Milan,it ITA,1. Serie A,1°,5.0,18,14,5,13,0,4,9,"44,4",5,6,2,4,3,21,5,0,Partite
2022-2023,25,Milan,it ITA,1. Serie A,4°,5.8,14,9,7,6,1,7,10,"70,0",3,11,3,8,2,16,3,0,Partite
2023-2024,26,Fulham,eng ENG,1. Premier League,12°,0.6,3,2,1,2,0,1,1,"100,0",0,1,0,1,3,6,2,0,Partite
8 stagioni,5 club,,3 campionati,,95.7,235,169,124,94,17,97,184,"52,7",87,107,17,90,121,356,193,6,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Monaco (3 stagioni),,1 campionato,,43.7,103,73,56,38,9,43,85,"50,6",42,37,3,34,58,161,94,3,
Lille (2 stagioni),,1 campionato,,40.5,97,71,55,35,7,42,79,"53,2",37,52,9,43,55,152,89,3,
Milan (2 stagioni),,1 campionato,,10.8,32,23,12,19,1,11,19,"57,9",8,17,5,12,5,37,8,0,
Fulham (1 stagione),,1 campionato,,0.6,3,2,1,2,0,1,1,"100,0",0,1,0,1,3,6,2,0,
Paris S-G (1 stagione),,1 campionato,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,
Ligue 1 (5 stagioni),,,,84.3,200,144,111,73,16,85,164,"51,8",79,89,12,77,113,313,183,6,
Serie A (2 stagioni),,,,10.8,32,23,12,19,1,11,19,"57,9",8,17,5,12,5,37,8,0,
Premier League (1 stagione),,,,0.6,3,2,1,2,0,1,1,"100,0",0,1,0,1,3,6,2,0,
