Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
L. Ranieri,2022-2023,Fiorentina,it ITA,1. Serie A,9,4,6,3,0,6,9,"66,7",3,5,3,2,11,20,15,1.0,Partite,4,"0,71",4,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,278,334,"83,2",5363,1832,96,105,"91,4",143,158,"90,5",37,62,"59,7",0,0.1,0.1,-0.1,2,18,0,0,11.0,322,10,5,0,1,0,5,0,0,0,0,2
L. Ranieri,2023-2024,Fiorentina,it ITA,1. Serie A,5,4,5,0,0,5,10,"50,0",5,18,9,9,21,26,40,0.0,Partite,12,"0,80",10,1,0,0,0,1,"0,07",0,1,0,0,0,0.0,731,876,"83,4",15165,5813,226,250,"90,4",383,432,"88,7",116,176,"65,9",0,0.2,0.5,-0.2,3,62,8,1,65.0,835,40,26,0,2,10,14,0,0,0,0,1
