,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,14 stagioni,,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,Roma (9 stagioni),Milan (3 stagioni),Crotone (1 stagione),Paris S-G (1 stagione),Valencia (1 stagione),,Serie A (12 stagioni),Serie B (1 stagione),Ligue 1 (1 stagione),La Liga (1 stagione)
,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
2010-2011,19,Roma,it ITA,1. Serie A,6°,0.1,,,,,,,,,,,,,,,0,,,,,,,,,Partite
2011-2012,20,Crotone,it ITA,2. Serie B,11°,31.9,,,,,,,,,,,,,,,2,,,,,,,,,
2012-2013,21,Roma,it ITA,1. Serie A,6°,23.8,,,,,,,,,,,,,,,4,,,,,,,,,Partite
2013-2014,22,Roma,it ITA,1. Serie A,2°,21.0,,,,,,,,,,,,,,,7,,,,,,,,,Partite
2014-2015,23,Roma,it ITA,1. Serie A,2°,25.5,,,,,,,,,,,,,,,4,,,,,,,,,Partite
2015-2016,24,Roma,it ITA,1. Serie A,3°,30.2,,,,,,,,,,,,,,,3,,,,,,,,,Partite
2016-2017,25,Roma,it ITA,1. Serie A,2°,8.3,,,,,,,,,,,,,,,3,,,,,,,,,Partite
2017-2018,26,Roma,it ITA,1. Serie A,3°,26.5,1379,1802,"76,5",25054,9186,630,694,"90,8",518,672,"77,1",191,343,"55,7",3,4.6,4.4,-1.6,41,137,51,22,177,Partite
2018-2019,27,Roma,it ITA,1. Serie A,6°,24.2,1137,1486,"76,5",19659,8448,568,636,"89,3",400,519,"77,1",135,254,"53,1",2,4.4,3.8,-2.4,42,113,53,24,154,Partite
2019-2020,28,Roma,it ITA,1. Serie A,5°,11.1,551,683,"80,7",10143,3971,258,284,"90,8",214,253,"84,6",73,113,"64,6",1,1.8,1.9,-0.8,12,55,13,4,80,Partite
2019-2020,28,Valencia,es ESP,1. La Liga,9°,8.4,350,469,"74,6",6144,1934,172,191,"90,1",119,155,"76,8",47,88,"53,4",0,0.8,1.2,-0.8,4,21,10,7,29,Partite
2020-2021,29,Paris S-G,fr FRA,1. Ligue 1,2°,17.1,815,1009,"80,8",12776,3224,436,474,"92,0",286,351,"81,5",58,120,"48,3",1,2.4,2.9,-1.4,18,45,25,16,63,Partite
2021-2022,30,Milan,it ITA,1. Serie A,1°,12.8,646,812,"79,6",11893,3909,290,316,"91,8",261,302,"86,4",82,151,"54,3",0,0.9,1.5,-0.9,11,62,21,8,68,Partite
2022-2023,31,Milan,it ITA,1. Serie A,4°,2.3,130,172,"75,6",2370,661,52,57,"91,2",64,78,"82,1",12,34,"35,3",0,0.5,1.1,-0.5,6,8,6,5,10,Partite
2023-2024,32,Milan,it ITA,1. Serie A,3°,13.3,726,881,"82,4",13163,4430,305,324,"94,1",323,370,"87,3",82,153,"53,6",2,1.7,1.8,+0.3,25,62,12,6,70,Partite
14 stagioni,5 club,,4 campionati,,256.5,5734,7314,"78,4",101202,35763,2711,2976,"91,1",2185,2700,"80,9",680,1256,"54,1",32,17.1,18.7,+14.9,159,503,191,92,651,
,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
Roma (9 stagioni),,1 campionato,,170.8,3067,3971,"77,2",54856,21605,1456,1614,"90,2",1132,1444,"78,4",399,710,"56,2",27,10.8,10.1,+16.2,95,305,117,50,411,
Milan (3 stagioni),,1 campionato,,28.4,1502,1865,"80,5",27426,9000,647,697,"92,8",648,750,"86,4",176,338,"52,1",2,3.0,4.4,-1.0,42,132,39,19,148,
Crotone (1 stagione),,1 campionato,,31.9,,,,,,,,,,,,,,,2,,,,,,,,,
Paris S-G (1 stagione),,1 campionato,,17.1,815,1009,"80,8",12776,3224,436,474,"92,0",286,351,"81,5",58,120,"48,3",1,2.4,2.9,-1.4,18,45,25,16,63,
Valencia (1 stagione),,1 campionato,,8.4,350,469,"74,6",6144,1934,172,191,"90,1",119,155,"76,8",47,88,"53,4",0,0.8,1.2,-0.8,4,21,10,7,29,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serie A (12 stagioni),,,,199.2,4569,5836,"78,3",82282,30605,2103,2311,"91,0",1780,2194,"81,1",575,1048,"54,9",29,13.9,14.5,+15.1,137,437,156,69,559,
Serie B (1 stagione),,,,31.9,,,,,,,,,,,,,,,2,,,,,,,,,
Ligue 1 (1 stagione),,,,17.1,815,1009,"80,8",12776,3224,436,474,"92,0",286,351,"81,5",58,120,"48,3",1,2.4,2.9,-1.4,18,45,25,16,63,
La Liga (1 stagione),,,,8.4,350,469,"74,6",6144,1934,172,191,"90,1",119,155,"76,8",47,88,"53,4",0,0.8,1.2,-0.8,4,21,10,7,29,
