,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,2020-2021,2021-2022,2022-2023,2023-2024,5 stagioni,,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,Milan (4 stagioni),Lyon (1 stagione),,Serie A (4 stagioni),Ligue 1 (1 stagione)
,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
2020-2021,20,Milan,it ITA,1. Serie A,2°,8.1,422,496,"85,1",6825,2546,182,197,"92,4",211,237,"89,0",16,36,"44,4",1,0.7,0.4,+0.3,6,26,3,1,40,Partite
2021-2022,21,Milan,it ITA,1. Serie A,1°,21.6,1020,1160,"87,9",19162,6639,355,381,"93,2",547,595,"91,9",104,145,"71,7",2,0.6,0.7,+1.4,7,70,10,6,78,Partite
2022-2023,22,Milan,it ITA,1. Serie A,4°,28.3,1589,1821,"87,3",29265,9921,612,663,"92,3",836,909,"92,0",128,208,"61,5",0,1.2,1.2,-1.2,10,109,10,5,138,Partite
2023-2024,23,Milan,it ITA,1. Serie A,3°,1.2,49,60,"81,7",952,250,15,16,"93,8",29,31,"93,5",4,8,"50,0",0,0.0,0.0,0.0,0,1,0,0,0,Partite
5 stagioni,2 club,,2 campionati,,59.2,3080,3537,"87,1",56204,19356,1164,1257,"92,6",1623,1772,"91,6",252,397,"63,5",3,2.6,2.2,+0.4,23,206,23,12,256,
,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
Milan (4 stagioni),,1 campionato,,59.2,3080,3537,"87,1",56204,19356,1164,1257,"92,6",1623,1772,"91,6",252,397,"63,5",3,2.6,2.2,+0.4,23,206,23,12,256,
Lyon (1 stagione),,1 campionato,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serie A (4 stagioni),,,,59.2,3080,3537,"87,1",56204,19356,1164,1257,"92,6",1623,1772,"91,6",252,397,"63,5",3,2.6,2.2,+0.4,23,206,23,12,256,
Ligue 1 (1 stagione),,,,,,,,,,,,,,,,,,,,,,,,,,,,
