Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
L. De_Silvestri,2022-2023,Bologna,it ITA,1. Serie A,3,2,2,0,1,3,7,"42,9",4,6,5,1,3,6,20,0.0,Partite,11,"1,47",11,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,330,430,"76,7",5002,2370,182,202,"90,1",127,168,"75,6",11,40,"27,5",0,0.2,0.2,-0.2,6,29,4,1,31.0,352,78,6,1,1,7,72,0,0,0,0,0
L. De_Silvestri,2023-2024,Bologna,it ITA,1. Serie A,6,4,3,2,1,3,5,"60,0",2,7,3,4,5,11,19,0.0,Partite,4,"0,63",4,0,0,0,0,1,"0,16",1,0,0,0,0,0.0,303,350,"86,6",4741,1610,151,163,"92,6",132,152,"86,8",14,22,"63,6",0,0.0,0.1,0.0,0,17,1,1,26.0,293,56,14,0,0,5,42,0,0,0,0,1
