Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
R. Bellanova,2022-2023,Inter,it ITA,1. Serie A,14,6,11,2,1,9,14,"64,3",5,6,1,5,4,18,14,0.0,Partite,7,"1,27",3,2,0,1,0,0,"0,00",0,0,0,0,0,0.0,238,306,"77,8",3914,953,120,135,"88,9",82,110,"74,5",23,39,"59,0",0,0.4,0.4,-0.4,3,9,6,5,12.0,274,32,0,0,4,32,32,0,0,0,0,0
R. Bellanova,2023-2024,Torino,it ITA,1. Serie A,23,16,9,12,2,11,18,"61,1",7,16,2,14,13,36,25,1.0,Partite,64,"2,69",47,2,6,5,1,7,"0,29",7,0,0,0,0,0.0,872,1118,"78,0",14511,4235,420,473,"88,8",360,449,"80,2",70,126,"55,6",5,3.4,3.0,+1.6,31,43,27,20,74.0,899,216,8,0,2,119,208,0,0,0,0,3
