,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2015-2016,2016-2017,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,9 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Napoli (4 stagioni),RNK Split (2 stagioni),Dinamo Zagreb (2 stagioni),Hellas Verona (1 stagione),Lokomotiva (1 stagione),,Serie A (5 stagioni),1. HNL (4 stagioni)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2015-2016,21,RNK Split,hr CRO,1. 1. HNL,6°,34.0,,,,,,,,,,,,,,,,,Partite
2016-2017,22,RNK Split,hr CRO,1. 1. HNL,10°,7.0,,0,,,,,,,,,,,0,,,,Partite
2016-2017,22,Lokomotiva,hr CRO,1. 1. HNL,5°,28.0,,0,,,,,,,,,,,0,,,,Partite
2017-2018,23,Dinamo Zagreb,hr CRO,1. 1. HNL,1°,19.9,,0,,,,,,,,,,,0,,,,Partite
2018-2019,24,Dinamo Zagreb,hr CRO,1. 1. HNL,1°,14.2,,,,,,,,,,,,,,,,,Partite
2019-2020,25,Hellas Verona,it ITA,1. Serie A,9°,35.9,50,31,26,19,5,26,46,"56,5",20,50,31,19,30,80,151,1,Partite
2020-2021,26,Napoli,it ITA,1. Serie A,5°,12.2,13,8,7,6,0,6,9,"66,7",3,17,14,3,8,21,39,1,Partite
2021-2022,27,Napoli,it ITA,1. Serie A,3°,32.5,21,11,15,5,1,15,19,"78,9",4,36,25,11,19,40,89,0,Partite
2022-2023,28,Napoli,it ITA,1. Serie A,1°,27.2,33,18,20,13,0,17,26,"65,4",9,36,20,16,14,47,79,1,Partite
2023-2024,29,Napoli,it ITA,1. Serie A,9°,20.2,20,16,11,9,0,11,21,"52,4",10,16,7,9,15,35,64,0,Partite
9 stagioni,5 club,,2 campionati,,231.0,137,84,79,52,6,75,121,"62,0",46,155,97,58,86,223,422,3,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Napoli (4 stagioni),,1 campionato,,92.1,87,53,53,33,1,49,75,"65,3",26,105,66,39,56,143,271,2,
RNK Split (2 stagioni),,1 campionato,,41.0,,0,,,,,,,,,,,0,0,,,
Dinamo Zagreb (2 stagioni),,1 campionato,,34.1,,0,,,,,,,,,,,0,0,,,
Hellas Verona (1 stagione),,1 campionato,,35.9,50,31,26,19,5,26,46,"56,5",20,50,31,19,30,80,151,1,
Lokomotiva (1 stagione),,1 campionato,,28.0,,0,,,,,,,,,,,0,0,,,
,,,,,,,,,,,,,,,,,,,,,
Serie A (5 stagioni),,,,127.9,137,84,79,52,6,75,121,"62,0",46,155,97,58,86,223,422,3,
1. HNL (4 stagioni),,,,103.1,,0,,,,,,,,,,,0,0,,,
