,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2021-2022,2022-2023,2023-2024,11 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Atalanta (5 stagioni),Heracles Almelo (2 stagioni),Dordrecht (2 stagioni),Inter (2 stagioni),Union Berlin (1 stagione),,Serie A (6 stagioni),Eredivisie (3 stagioni),Bundesliga (1 stagione),Eerste Divisie (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2013-2014,19,Dordrecht,nl NED,2. Eerste Divisie,2°,12.1,,,,,,,,,,,,,,,,,
2014-2015,20,Dordrecht,nl NED,1. Eredivisie,18°,27.1,,,,,,,,,,,,,,,,,Partite
2015-2016,21,Heracles Almelo,nl NED,1. Eredivisie,6°,21.2,,,,,,,,,,,,,,,,,Partite
2016-2017,22,Heracles Almelo,nl NED,1. Eredivisie,10°,25.8,,0,,,,,,,,,,,0,,,,Partite
2017-2018,23,Atalanta,it ITA,1. Serie A,7°,16.1,61,46,35,22,4,27,46,"58,7",19,17,2,15,22,83,40,0,Partite
2018-2019,24,Atalanta,it ITA,1. Serie A,3°,21.6,63,46,32,26,5,37,54,"68,5",17,41,3,38,38,101,60,0,Partite
2019-2020,25,Atalanta,it ITA,1. Serie A,3°,29.1,53,27,19,26,8,23,51,"45,1",28,38,10,28,39,92,40,0,Partite
2020-2021,26,Atalanta,it ITA,1. Serie A,3°,28.0,46,35,20,15,11,17,41,"41,5",24,50,7,43,41,87,34,0,Partite
2021-2022,27,Atalanta,it ITA,1. Serie A,8°,5.1,7,3,3,4,0,4,8,"50,0",4,4,0,4,9,16,1,0,Partite
2021-2022,27,Inter,it ITA,1. Serie A,2°,1.9,3,1,1,2,0,0,0,,0,5,2,3,3,6,3,0,Partite
2022-2023,28,Inter,it ITA,1. Serie A,3°,13.2,34,18,15,10,9,15,25,"60,0",10,16,2,14,23,57,15,0,Partite
2023-2024,29,Union Berlin,de GER,1. Bundesliga,14°,17.1,43,29,17,23,3,23,33,"69,7",10,37,7,30,26,69,46,0,Partite
11 stagioni,5 club,,4 campionati,,218.2,310,205,142,128,40,146,258,"56,6",112,208,33,175,201,511,239,0,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Atalanta (5 stagioni),,1 campionato,,99.9,230,157,109,93,28,108,200,"54,0",92,150,22,128,149,379,175,0,
Heracles Almelo (2 stagioni),,1 campionato,,47.0,,0,,,,,,,,,,,0,0,,,
Dordrecht (2 stagioni),,2 campionati,,39.2,,,,,,,,,,,,,,0,,,
Inter (2 stagioni),,1 campionato,,15.0,37,19,16,12,9,15,25,"60,0",10,21,4,17,26,63,18,0,
Union Berlin (1 stagione),,1 campionato,,17.1,43,29,17,23,3,23,33,"69,7",10,37,7,30,26,69,46,0,
,,,,,,,,,,,,,,,,,,,,,
Serie A (6 stagioni),,,,115.0,267,176,125,105,37,123,225,"54,7",102,171,26,145,175,442,193,0,
Eredivisie (3 stagioni),,,,74.2,,0,,,,,,,,,,,0,0,,,
Bundesliga (1 stagione),,,,17.1,43,29,17,23,3,23,33,"69,7",10,37,7,30,26,69,46,0,
Eerste Divisie (1 stagione),,,,12.1,,,,,,,,,,,,,,0,,,
