,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2016-2017,2017-2018,2018-2019,2019-2020,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,2023-2024,8 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Metz (3 stagioni),Gent (3 stagioni),Salernitana (2 stagioni),Niort (1 stagione),Servette FC (1 stagione),,Ligue 1 (3 stagioni),First Division A (3 stagioni),Serie A (2 stagioni),Ligue 2 (1 stagione),Super Lg (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2016-2017,21,Niort,fr FRA,2. Ligue 2,10°,29.6,,0,,,,,,,,,,,0,,,,Partite
2017-2018,22,Gent,be BEL,1. First Division A,4°,33.1,46,31,32,13,1,19,37,"51,4",18,29,15,14,59,105,157,0,Partite
2018-2019,23,Gent,be BEL,1. First Division A,5°,26.2,28,24,22,6,0,11,25,"44,0",14,27,18,9,39,67,102,0,Partite
2019-2020,24,Gent,be BEL,1. First Division A,2°,3.1,3,1,2,1,0,1,2,"50,0",1,6,5,1,3,6,14,1,Partite
2019-2020,24,Metz,fr FRA,1. Ligue 1,15°,9.0,7,5,6,1,0,4,7,"57,1",3,11,9,2,6,13,42,0,Partite
2020-2021,25,Metz,fr FRA,1. Ligue 1,10°,37.9,57,37,38,19,0,24,44,"54,5",20,31,14,17,44,101,112,0,Partite
2021-2022,26,Metz,fr FRA,1. Ligue 1,19°,28.3,47,29,33,13,1,20,31,"64,5",11,32,19,13,40,87,78,1,Partite
2022-2023,27,Salernitana,it ITA,1. Serie A,15°,18.7,34,18,17,16,1,20,30,"66,7",10,32,20,12,20,54,58,1,Partite
2023-2024,28,Salernitana,it ITA,1. Serie A,20°,0.6,0,0,0,0,0,0,1,"0,0",1,2,0,2,0,0,4,0,Partite
2023-2024,28,Servette FC,ch SUI,1. Super Lg,2°,2.0,,3,,,,,,,,,,,2,,,,Partite
8 stagioni,5 club,,5 campionati,,188.4,222,148,150,69,3,99,177,"55,9",78,170,100,70,213,433,567,3,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Metz (3 stagioni),,1 campionato,,75.2,111,71,77,33,1,48,82,"58,5",34,74,42,32,90,201,232,1,
Gent (3 stagioni),,1 campionato,,62.3,77,56,56,20,1,31,64,"48,4",33,62,38,24,101,178,273,1,
Salernitana (2 stagioni),,1 campionato,,19.3,34,18,17,16,1,20,31,"64,5",11,34,20,14,20,54,62,1,
Niort (1 stagione),,1 campionato,,29.6,,0,,,,,,,,,,,0,0,,,
Servette FC (1 stagione),,1 campionato,,2.0,,3,,,,,,,,,,,2,0,,,
,,,,,,,,,,,,,,,,,,,,,
Ligue 1 (3 stagioni),,,,75.2,111,71,77,33,1,48,82,"58,5",34,74,42,32,90,201,232,1,
First Division A (3 stagioni),,,,62.3,77,56,56,20,1,31,64,"48,4",33,62,38,24,101,178,273,1,
Serie A (2 stagioni),,,,19.3,34,18,17,16,1,20,31,"64,5",11,34,20,14,20,54,62,1,
Ligue 2 (1 stagione),,,,29.6,,0,,,,,,,,,,,0,0,,,
Super Lg (1 stagione),,,,2.0,,3,,,,,,,,,,,2,0,,,
