,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,7 stagioni,,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,Roma (3 stagioni),Hellas Verona (3 stagioni),Sassuolo (1 stagione),,Serie A (6 stagioni),Serie B (1 stagione)
,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
2018-2019,18,Hellas Verona,it ITA,2. Serie B,5°,0.2,0,2,"0,0",0,0,0,2,"0,0",0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Partite
2019-2020,19,Hellas Verona,it ITA,1. Serie A,9°,21.7,773,922,"83,8",13977,5740,301,340,"88,5",383,423,"90,5",64,103,"62,1",0,0.1,0.1,-0.1,2,39,0,0,58,Partite
2020-2021,20,Roma,it ITA,1. Serie A,7°,15.1,701,791,"88,6",12503,3644,295,323,"91,3",353,371,"95,1",48,77,"62,3",0,0.5,0.2,-0.5,4,26,0,0,43,Partite
2021-2022,21,Roma,it ITA,1. Serie A,6°,11.4,544,633,"85,9",10848,3587,171,196,"87,2",306,329,"93,0",62,87,"71,3",0,0.1,0.1,-0.1,3,20,0,0,31,Partite
2022-2023,22,Roma,it ITA,1. Serie A,6°,2.9,157,180,"87,2",2847,772,65,67,"97,0",80,85,"94,1",9,22,"40,9",0,0.1,0.0,-0.1,1,3,0,0,8,Partite
2023-2024,23,Sassuolo,it ITA,1. Serie A,18°,0.2,2,3,"66,7",49,0,0,0,,2,3,"66,7",0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Partite
7 stagioni,3 club,,2 campionati,,51.4,2177,2531,"86,0",40224,13743,832,928,"89,7",1124,1211,"92,8",183,289,"63,3",0,0.7,0.4,-0.7,10,88,0,0,140,
,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
Roma (3 stagioni),,1 campionato,,29.4,1402,1604,"87,4",26198,8003,531,586,"90,6",739,785,"94,1",119,186,"64,0",0,0.7,0.3,-0.7,8,49,0,0,82,
Hellas Verona (3 stagioni),,2 campionati,,21.9,773,924,"83,7",13977,5740,301,342,"88,0",383,423,"90,5",64,103,"62,1",0,0.1,0.1,-0.1,2,39,0,0,58,
Sassuolo (1 stagione),,1 campionato,,0.2,2,3,"66,7",49,0,0,0,,2,3,"66,7",0,0,,0,0.0,0.0,0.0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serie A (6 stagioni),,,,51.2,2177,2529,"86,1",40224,13743,832,926,"89,8",1124,1211,"92,8",183,289,"63,3",0,0.7,0.4,-0.7,10,88,0,0,140,
Serie B (1 stagione),,,,0.2,0,2,"0,0",0,0,0,2,"0,0",0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,
