Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
M. Kumbulla,2022-2023,Roma,it ITA,1. Serie A,4,4,2,2,0,2,3,"66,7",1,2,1,1,4,8,6,0.0,Partite,2,"0,69",2,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,157,180,"87,2",2847,772,65,67,"97,0",80,85,"94,1",9,22,"40,9",0,0.1,0.0,-0.1,1,3,0,0,8.0,176,4,4,0,2,0,0,0,0,0,0,0
M. Kumbulla,2023-2024,Sassuolo,it ITA,1. Serie A,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0.0,Partite,0,"0,00",0,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,2,3,"66,7",49,0,0,0,,2,3,"66,7",0,0,,0,0.0,0.0,0.0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0
