,SCA,Tipologie di SCA,GCA,Tipologie di GCA,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite,2022-2023,2023-2024,2 stagioni,,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite,Udinese (2 stagioni),Charlton Ath (1 stagione),,Serie A (2 stagioni),League One (1 stagione)
,SCA,Tipologie di SCA,GCA,Tipologie di GCA,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite
2022-2023,18,Udinese,it ITA,1. Serie A,12°,0.7,0,"0,00",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,0,Partite
2023-2024,19,Charlton Ath,eng ENG,3. League One,18°,1.5,,,,,,,,,,,,,,,,,Partite
2 stagioni,2 club,,2 campionati,,2.2,0,"0,00",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,0,
,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite
Udinese (2 stagioni),,1 campionato,,0.7,0,"0,00",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,0,
Charlton Ath (1 stagione),,1 campionato,,1.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Serie A (2 stagioni),,,,0.7,0,"0,00",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,0,
League One (1 stagione),,,,1.5,,,,,,,,,,,,,,,,,
