Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
F. Tomori,2022-2023,Milan,it ITA,1. Serie A,70,34,44,25,1,22,34,"64,7",12,46,25,21,29,99,88,1.0,Partite,23,"0,75",19,2,0,1,1,2,"0,07",2,0,0,0,0,0.0,1697,1922,"88,3",34375,10863,568,608,"93,4",876,942,"93,0",242,324,"74,7",1,0.8,0.9,+0.2,9,91,7,0,122.0,1786,129,51,4,19,6,13,0,0,0,0,7
F. Tomori,2023-2024,Milan,it ITA,1. Serie A,30,19,22,6,2,15,24,"62,5",9,23,16,7,19,49,50,1.0,Partite,6,"0,39",6,0,0,0,0,1,"0,06",1,0,0,0,0,0.0,1046,1150,"91,0",18398,6386,419,449,"93,3",551,578,"95,3",68,102,"66,7",0,0.0,0.1,0.0,1,28,0,0,53.0,1078,71,22,0,2,2,5,0,0,0,0,1
