Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
A. Izzo,2022-2023,Monza,it ITA,1. Serie A,73,50,44,27,2,29,45,"64,4",16,29,17,12,50,123,87,1.0,Partite,26,"0,95",22,0,0,1,2,1,"0,04",0,0,0,0,1,0.0,1389,1597,"87,0",25346,7926,543,583,"93,1",687,755,"91,0",131,213,"61,5",0,0.9,0.8,-0.9,15,85,7,2,96.0,1495,96,67,1,19,7,25,0,0,0,0,6
A. Izzo,2023-2024,Monza,it ITA,1. Serie A,14,10,8,6,0,4,10,"40,0",6,7,4,3,12,26,22,1.0,Partite,10,"1,23",9,0,0,0,0,1,"0,12",1,0,0,0,0,0.0,527,579,"91,0",10061,2985,187,197,"94,9",280,297,"94,3",58,79,"73,4",0,0.4,1.2,-0.4,4,32,3,0,29.0,552,27,21,0,3,3,3,0,0,0,0,0
