Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
N. Casale,2022-2023,Lazio,it ITA,1. Serie A,42,20,28,14,0,22,34,"64,7",12,25,17,8,17,59,73,1.0,Partite,12,"0,44",10,1,0,0,0,4,"0,15",3,0,0,1,0,0.0,1485,1616,"91,9",26275,9500,591,633,"93,4",701,741,"94,6",142,169,"84,0",1,0.3,0.6,+0.7,4,55,1,0,70.0,1535,79,72,2,9,0,3,0,0,0,0,2
N. Casale,2023-2024,Lazio,it ITA,1. Serie A,8,3,8,0,0,6,13,"46,2",7,12,10,2,5,13,41,0.0,Partite,5,"0,48",4,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,584,631,"92,6",10817,3835,212,230,"92,2",313,328,"95,4",51,58,"87,9",0,0.0,0.2,0.0,1,45,1,0,38.0,611,20,18,0,2,0,0,0,0,0,0,0
