Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
M. Bakker,2022-2023,Leverkusen,de GER,1. Bundesliga,16,8,9,7,0,6,15,"40,0",9,20,2,18,15,31,20,2.0,Partite,37,"2,01",30,4,0,2,1,4,"0,22",3,0,0,0,0,1.0,764,968,"78,9",11670,3583,443,505,"87,7",258,328,"78,7",47,93,"50,5",2,2.0,1.3,0.0,17,36,14,2,57.0,790,177,14,1,8,26,162,1,0,0,0,1
M. Bakker,2023-2024,Atalanta,it ITA,1. Serie A,5,2,5,0,0,1,9,"11,1",8,5,0,5,1,6,5,0.0,Partite,2,"0,65",2,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,121,154,"78,6",1718,378,79,89,"88,8",37,43,"86,0",4,13,"30,8",0,0.1,0.1,-0.1,2,8,0,0,8.0,120,32,1,0,0,11,28,3,0,3,0,2
