,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2020-2021,2021-2022,2021-2022,2022-2023,2023-2024,5 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Lecce (3 stagioni),Amiens (3 stagioni),,Serie A (2 stagioni),Ligue 2 (2 stagioni),Serie B (1 stagione),Ligue 1 (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2020-2021,20,Amiens,fr FRA,2. Ligue 2,10°,16.8,21,12,12,5,4,7,11,"63,6",4,11,2,9,38,59,54,0,Partite
2021-2022,21,Amiens,fr FRA,2. Ligue 2,14°,1.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,1,Partite
2021-2022,21,Lecce,it ITA,2. Serie B,1°,22.4,46,31,30,11,5,12,25,"48,0",13,26,3,23,27,73,41,0,Partite
2022-2023,22,Lecce,it ITA,1. Serie A,16°,34.5,88,57,54,25,9,40,71,"56,3",31,45,4,41,37,125,89,0,Partite
2023-2024,23,Lecce,it ITA,1. Serie A,15°,23.5,38,21,24,11,3,22,32,"68,8",10,22,4,18,29,67,65,0,Partite
5 stagioni,2 club,,4 campionati,,98.1,194,121,121,52,21,81,139,"58,3",58,104,13,91,131,325,250,1,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Lecce (3 stagioni),,2 campionati,,80.3,172,109,108,47,17,74,128,"57,8",54,93,11,82,93,265,195,0,
Amiens (3 stagioni),,2 campionati,,17.8,22,12,13,5,4,7,11,"63,6",4,11,2,9,38,60,55,1,
,,,,,,,,,,,,,,,,,,,,,
Serie A (2 stagioni),,,,58.0,126,78,78,36,12,62,103,"60,2",41,67,8,59,66,192,154,0,
Ligue 2 (2 stagioni),,,,17.8,22,12,13,5,4,7,11,"63,6",4,11,2,9,38,60,55,1,
Serie B (1 stagione),,,,22.4,46,31,30,11,5,12,25,"48,0",13,26,3,23,27,73,41,0,
Ligue 1 (1 stagione),,,,,,,,,,,,,,,,,,0,,,
