Giocatore,Season,Age,Squad,Country,Comp,LgRank,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off
Mateus Lusuardi,2023-2024,19,Frosinone,it ITA,1. Serie A,16th,2.4,2.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,4.0,2.0,2.0,4.0,6.0,7.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,87.0,2107.0,820.0,71.0,74.0,95.9,58.0,65.0,89.2,4.0,12.0,33.3,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,134.0,19.0,4.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
