Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
N. Gyomber,2022-2023,Salernitana,it ITA,1. Serie A,32,23,25,6,1,16,24,"66,7",8,33,22,11,35,67,92,0.0,Partite,11,"0,57",8,1,0,0,1,3,"0,15",2,0,0,1,0,0.0,621,744,"83,5",11217,4343,231,258,"89,5",322,362,"89,0",56,103,"54,4",1,0.6,0.1,+0.4,3,32,2,1,45.0,710,34,29,0,5,5,4,0,0,0,0,0
N. Gyomber,2023-2024,Salernitana,it ITA,1. Serie A,35,17,29,6,0,19,24,"79,2",5,32,22,10,22,57,69,2.0,Partite,7,"0,41",6,0,1,0,0,1,"0,06",1,0,0,0,0,0.0,531,638,"83,2",9937,3840,183,207,"88,4",294,328,"89,6",48,87,"55,2",0,0.2,0.1,-0.2,5,28,0,0,37.0,607,29,27,0,1,0,2,0,0,0,0,2
