,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2018-2019,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,6 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Atalanta (2 stagioni),Juventus (2 stagioni),Alanyaspor (1 stagione),Sassuolo (1 stagione),Al-Ahli (1 stagione),,Serie A (5 stagioni),Süper Lig (1 stagione),Pro League (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2018-2019,20,Alanyaspor,tr TUR,1. Süper Lig,9°,15.7,,21,,,,,,,,,,,35,,,,Partite
2018-2019,20,Sassuolo,it ITA,1. Serie A,11°,14.0,24,16,23,1,0,10,13,"76,9",3,16,11,5,19,43,80,0,Partite
2019-2020,21,Juventus,it ITA,1. Serie A,1°,4.6,8,7,5,3,0,1,3,"33,3",2,4,3,1,4,12,16,1,Partite
2020-2021,22,Juventus,it ITA,1. Serie A,4°,10.4,12,9,8,4,0,5,13,"38,5",8,16,9,7,21,33,40,0,Partite
2021-2022,23,Atalanta,it ITA,1. Serie A,8°,21.3,31,17,18,12,1,15,28,"53,6",13,26,14,12,58,89,68,1,Partite
2022-2023,24,Atalanta,it ITA,1. Serie A,5°,17.1,41,29,30,11,0,26,36,"72,2",10,24,7,17,24,65,57,1,Partite
2023-2024,25,Al-Ahli,sa KSA,1. Pro League,3°,6.7,,8,,,,,,,,,,,7,,,,Partite
6 stagioni,5 club,,3 campionati,,89.8,116,107,84,31,1,57,93,"61,3",36,86,44,42,168,242,261,3,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Atalanta (2 stagioni),,1 campionato,,38.4,72,46,48,23,1,41,64,"64,1",23,50,21,29,82,154,125,2,
Juventus (2 stagioni),,1 campionato,,15.1,20,16,13,7,0,6,16,"37,5",10,20,12,8,25,45,56,1,
Alanyaspor (1 stagione),,1 campionato,,15.7,,21,,,,,,,,,,,35,0,,,
Sassuolo (1 stagione),,1 campionato,,14.0,24,16,23,1,0,10,13,"76,9",3,16,11,5,19,43,80,0,
Al-Ahli (1 stagione),,1 campionato,,6.7,,8,,,,,,,,,,,7,0,,,
,,,,,,,,,,,,,,,,,,,,,
Serie A (5 stagioni),,,,67.5,116,78,84,31,1,57,93,"61,3",36,86,44,42,126,242,261,3,
Süper Lig (1 stagione),,,,15.7,,21,,,,,,,,,,,35,0,,,
Pro League (1 stagione),,,,6.7,,8,,,,,,,,,,,7,0,,,
