Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
A. Tuia,2022-2023,Lecce,it ITA,1. Serie A,10,6,6,4,0,3,9,"33,3",6,3,1,2,15,25,29,0.0,Partite,5,"0,88",4,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,142,204,"69,6",3226,1193,31,42,"73,8",82,100,"82,0",26,58,"44,8",0,0.0,0.1,0.0,1,15,1,1,20.0,193,11,10,0,6,1,0,0,0,0,0,0
A. Tuia,2023-2024,Cremonese,it ITA,2. Serie B,7,4,5,2,0,2,2,"100,0",0,2,2,0,4,11,8,1.0,Partite,1,"0,59",1,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,101,117,"86,3",2010,611,30,33,"90,9",57,63,"90,5",14,16,"87,5",0,0.0,0.1,0.0,0,11,2,0,12.0,107,9,3,0,4,0,6,0,0,0,0,1
