Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
E. Hysaj,2022-2023,Lazio,it ITA,1. Serie A,39,23,24,11,4,23,41,"56,1",18,31,7,24,20,59,42,0.0,Partite,38,"1,71",34,0,2,2,0,2,"0,09",2,0,0,0,0,0.0,1186,1399,"84,8",17630,7029,669,715,"93,6",420,487,"86,2",60,114,"52,6",1,1.1,1.1,-0.1,13,101,15,6,103.0,1208,190,23,2,5,16,167,0,0,0,0,1
E. Hysaj,2023-2024,Lazio,it ITA,1. Serie A,17,9,6,10,1,10,17,"58,8",7,12,5,7,9,26,26,0.0,Partite,10,"1,26",9,0,0,1,0,1,"0,13",1,0,0,0,0,0.0,462,543,"85,1",6898,3006,265,290,"91,4",151,181,"83,4",27,41,"65,9",0,0.3,0.3,-0.3,7,31,5,2,30.0,462,80,8,1,0,6,72,0,0,0,0,1
