,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2017-2018,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,7 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Go Ahead Eag (4 stagioni),AZ Alkmaar (2 stagioni),Bologna (1 stagione),,Eerste Divisie (4 stagioni),Eredivisie (2 stagioni),Serie A (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2017-2018,18,Go Ahead Eag,nl NED,2. Eerste Divisie,17°,4.9,,0,,,,,,,,,,,0,,,,Partite
2019-2020,20,Go Ahead Eag,nl NED,2. Eerste Divisie,6°,21.9,,16,,,,,,,,,,,25,,,,Partite
2020-2021,21,Go Ahead Eag,nl NED,2. Eerste Divisie,2°,36.5,,26,,,,,,,,,,,81,,,,Partite
2021-2022,22,AZ Alkmaar,nl NED,1. Eredivisie,5°,11.0,15,11,9,5,1,6,11,"54,5",5,12,7,5,20,35,49,0,Partite
2022-2023,23,AZ Alkmaar,nl NED,1. Eredivisie,4°,24.4,27,16,16,9,2,16,24,"66,7",8,31,27,4,33,60,108,0,Partite
2023-2024,24,Bologna,it ITA,1. Serie A,4°,21.6,24,10,13,10,1,15,21,"71,4",6,25,15,10,14,38,75,0,Partite
7 stagioni,3 club,,3 campionati,,120.4,66,79,38,24,4,37,56,"66,1",19,68,49,19,173,133,232,0,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Go Ahead Eag (4 stagioni),,1 campionato,,63.3,,42,,,,,,,,,,,106,0,,,
AZ Alkmaar (2 stagioni),,1 campionato,,35.5,42,27,25,14,3,22,35,"62,9",13,43,34,9,53,95,157,0,
Bologna (1 stagione),,1 campionato,,21.6,24,10,13,10,1,15,21,"71,4",6,25,15,10,14,38,75,0,
,,,,,,,,,,,,,,,,,,,,,
Eerste Divisie (4 stagioni),,,,63.3,,42,,,,,,,,,,,106,0,,,
Eredivisie (2 stagioni),,,,35.5,42,27,25,14,3,22,35,"62,9",13,43,34,9,53,95,157,0,
Serie A (1 stagione),,,,21.6,24,10,13,10,1,15,21,"71,4",6,25,15,10,14,38,75,0,
