Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
S. Beukema,2022-2023,AZ Alkmaar,nl NED,1. Eredivisie,27,16,16,9,2,16,24,"66,7",8,31,27,4,33,60,108,0.0,Partite,18,"0,74",17,0,0,0,1,0,"0,00",0,0,0,0,0,0.0,1472,1677,"87,8",28916,9948,462,510,"90,6",828,882,"93,9",157,245,"64,1",0,0.1,1.0,-0.1,4,146,8,0,135.0,1641,34,20,3,10,4,2,0,0,0,0,2
S. Beukema,2023-2024,Bologna,it ITA,1. Serie A,24,10,13,10,1,15,21,"71,4",6,25,15,10,14,38,75,0.0,Partite,13,"0,60",13,0,0,0,0,1,"0,05",1,0,0,0,0,0.0,1361,1518,"89,7",25316,8625,498,530,"94,0",733,776,"94,5",106,173,"61,3",1,0.8,0.4,+0.2,6,61,3,0,53.0,1468,49,34,1,10,2,3,0,0,0,0,1
