,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2021-2022,2022-2023,2023-2024,2023-2024,5 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Hellas Verona (5 stagioni),Milan (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2021-2022,18,Hellas Verona,it ITA,1. Serie A,9°,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Partite
2022-2023,19,Hellas Verona,it ITA,1. Serie A,18°,9.1,20,13,11,7,2,15,20,"75,0",5,7,4,3,10,30,14,0,Partite
2023-2024,20,Hellas Verona,it ITA,1. Serie A,17°,14.4,30,19,23,6,1,17,31,"54,8",14,24,6,18,20,50,17,0,Partite
2023-2024,20,Milan,it ITA,1. Serie A,3°,0.0,0,0,0,0,0,0,1,"0,0",1,1,0,1,0,0,0,0,Partite
5 stagioni,2 club,,1 campionato,,23.6,50,32,34,13,3,32,52,"61,5",20,32,10,22,30,80,32,0,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Hellas Verona (5 stagioni),,1 campionato,,23.6,50,32,34,13,3,32,51,"62,7",19,31,10,21,30,80,32,0,
Milan (1 stagione),,1 campionato,,0.0,0,0,0,0,0,0,1,"0,0",1,1,0,1,0,0,0,0,
