Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
F. Gatti,2022-2023,Juventus,it ITA,1. Serie A,15,11,9,4,2,9,15,"60,0",6,20,14,6,21,36,54,2.0,Partite,19,"1,18",17,0,0,1,0,0,"0,00",0,0,0,0,0,0.0,808,957,"84,4",16192,5297,287,307,"93,5",404,443,"91,2",111,181,"61,3",0,1.5,1.1,-1.5,6,47,3,0,56.0,923,31,21,0,23,3,8,0,0,0,0,3
F. Gatti,2023-2024,Juventus,it ITA,1. Serie A,22,13,11,10,1,14,19,"73,7",5,16,10,6,13,35,68,1.0,Partite,17,"0,82",15,0,0,1,0,2,"0,10",1,0,0,1,0,0.0,819,962,"85,1",15349,4914,307,341,"90,0",422,458,"92,1",84,131,"64,1",0,0.9,1.0,-0.9,6,68,5,3,76.0,925,34,18,1,10,11,16,0,0,0,0,3
