,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,2020-2021,2021-2022,2022-2023,2023-2024,6 stagioni,,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite,Atalanta (4 stagioni),Cremonese (1 stagione),Frosinone (1 stagione),SPAL (1 stagione),,Serie A (4 stagioni),Serie B (2 stagioni)
,Totali,Brevi,Medi,Lunghi,,Prestazione prevista,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
2020-2021,19,SPAL,it ITA,2. Serie B,9°,15.5,621,777,"79,9",12172,4767,225,271,"83,0",310,346,"89,6",79,128,"61,7",0,0.1,0.2,-0.1,4,55,4,1,58,Partite
2021-2022,20,Cremonese,it ITA,2. Serie B,2°,26.5,899,1133,"79,3",18213,6101,239,300,"79,7",527,598,"88,1",102,180,"56,7",1,0.1,0.1,+0.9,3,46,1,0,73,Partite
2022-2023,21,Atalanta,it ITA,1. Serie A,5°,10.7,345,458,"75,3",5887,2267,156,190,"82,1",151,189,"79,9",28,49,"57,1",0,0.0,0.1,0.0,0,11,2,0,19,Partite
2023-2024,22,Frosinone,it ITA,1. Serie A,16°,20.6,1006,1207,"83,3",18414,7284,404,451,"89,6",503,565,"89,0",87,162,"53,7",0,0.1,0.2,-0.1,3,52,2,0,67,Partite
6 stagioni,4 club,,2 campionati,,73.3,2871,3575,"80,3",54686,20419,1024,1212,"84,5",1491,1698,"87,8",296,519,"57,0",1,0.3,0.6,+0.7,10,164,9,1,217,
,Paese,Competizione,Piazzamento,90 min,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Compl.,"Tent,",% compl.,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,Partite
Atalanta (4 stagioni),,1 campionato,,10.7,345,458,"75,3",5887,2267,156,190,"82,1",151,189,"79,9",28,49,"57,1",0,0.0,0.1,0.0,0,11,2,0,19,
Cremonese (1 stagione),,1 campionato,,26.5,899,1133,"79,3",18213,6101,239,300,"79,7",527,598,"88,1",102,180,"56,7",1,0.1,0.1,+0.9,3,46,1,0,73,
Frosinone (1 stagione),,1 campionato,,20.6,1006,1207,"83,3",18414,7284,404,451,"89,6",503,565,"89,0",87,162,"53,7",0,0.1,0.2,-0.1,3,52,2,0,67,
SPAL (1 stagione),,1 campionato,,15.5,621,777,"79,9",12172,4767,225,271,"83,0",310,346,"89,6",79,128,"61,7",0,0.1,0.2,-0.1,4,55,4,1,58,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serie A (4 stagioni),,,,31.3,1351,1665,"81,1",24301,9551,560,641,"87,4",654,754,"86,7",115,211,"54,5",0,0.1,0.2,-0.1,3,63,4,0,86,
Serie B (2 stagioni),,,,42.0,1520,1910,"79,6",30385,10868,464,571,"81,3",837,944,"88,7",181,308,"58,8",1,0.3,0.4,+0.7,7,101,5,1,131,
