,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2020-2021,2021-2022,2022-2023,2023-2024,4 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Udinese (2 stagioni),Tottenham (1 stagione),Hellas Verona (1 stagione),,Serie A (3 stagioni),Premier League (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2020-2021,17,Hellas Verona,it ITA,1. Serie A,10°,1.9,6,4,2,2,2,2,2,"100,0",0,3,0,3,2,8,4,0,Partite
2021-2022,18,Udinese,it ITA,1. Serie A,12°,27.5,64,40,30,27,7,33,60,"55,0",27,39,6,33,27,91,42,0,Partite
2022-2023,19,Udinese,it ITA,1. Serie A,12°,30.0,71,45,42,24,5,34,59,"57,6",25,34,6,28,36,107,25,0,Partite
2023-2024,20,Tottenham,eng ENG,1. Premier League,5°,20.6,61,29,38,14,9,24,41,"58,5",17,22,6,16,28,89,67,4,Partite
4 stagioni,3 club,,2 campionati,,80.0,202,118,112,67,23,93,162,"57,4",69,98,18,80,93,295,138,4,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Udinese (2 stagioni),,1 campionato,,57.6,135,85,72,51,12,67,119,"56,3",52,73,12,61,63,198,67,0,
Tottenham (1 stagione),,1 campionato,,20.6,61,29,38,14,9,24,41,"58,5",17,22,6,16,28,89,67,4,
Hellas Verona (1 stagione),,1 campionato,,1.9,6,4,2,2,2,2,2,"100,0",0,3,0,3,2,8,4,0,
,,,,,,,,,,,,,,,,,,,,,
Serie A (3 stagioni),,,,59.5,141,89,74,53,14,69,121,"57,0",52,76,12,64,65,206,71,0,
Premier League (1 stagione),,,,20.6,61,29,38,14,9,24,41,"58,5",17,22,6,16,28,89,67,4,
