,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2014,2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,10 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Betis (5 stagioni),Fiorentina (4 stagioni),River Plate (2 stagioni),,La Liga (5 stagioni),Serie A (4 stagioni),Primera Div (2 stagioni)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2014,22,River Plate,ar ARG,1. Primera Div,2°,7.3,,,,,,,,,,,,,,,,,Partite
2015,23,River Plate,ar ARG,1. Primera Div,9°,7.0,,,,,,,,,,,,,,,,,Partite
2015-2016,24,Betis,es ESP,1. La Liga,10°,24.1,,40,,,,,,,,,,,87,,,,Partite
2016-2017,25,Betis,es ESP,1. La Liga,15°,34.4,,50,,,,,,,,,,,100,,,,Partite
2017-2018,26,Fiorentina,it ITA,1. Serie A,8°,33.1,63,47,42,19,2,19,41,"46,3",22,33,16,17,63,126,185,1,Partite
2018-2019,27,Fiorentina,it ITA,1. Serie A,16°,31.7,56,36,42,13,1,31,51,"60,8",20,42,30,12,60,116,159,1,Partite
2019-2020,28,Fiorentina,it ITA,1. Serie A,10°,31.4,36,18,26,9,1,14,32,"43,8",18,31,20,11,55,91,134,1,Partite
2020-2021,29,Fiorentina,it ITA,1. Serie A,13°,30.5,34,20,22,12,0,18,32,"56,3",14,26,14,12,36,70,109,1,Partite
2021-2022,30,Betis,es ESP,1. La Liga,5°,22.1,21,9,16,5,0,16,29,"55,2",13,29,18,11,39,60,106,0,Partite
2022-2023,31,Betis,es ESP,1. La Liga,6°,27.9,41,28,32,9,0,26,38,"68,4",12,32,15,17,50,91,129,1,Partite
2023-2024,32,Betis,es ESP,1. La Liga,6°,24.1,28,20,20,8,0,19,32,"59,4",13,25,16,9,26,54,126,0,Partite
10 stagioni,3 club,,3 campionati,,273.6,279,268,200,75,4,143,255,"56,1",112,218,129,89,516,608,948,5,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Betis (5 stagioni),,1 campionato,,132.6,90,147,68,22,0,61,99,"61,6",38,86,49,37,302,205,361,1,
Fiorentina (4 stagioni),,1 campionato,,126.7,189,121,132,53,4,82,156,"52,6",74,132,80,52,214,403,587,4,
River Plate (2 stagioni),,1 campionato,,14.3,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,
La Liga (5 stagioni),,,,132.6,90,147,68,22,0,61,99,"61,6",38,86,49,37,302,205,361,1,
Serie A (4 stagioni),,,,126.7,189,121,132,53,4,82,156,"52,6",74,132,80,52,214,403,587,4,
Primera Div (2 stagioni),,,,14.3,,,,,,,,,,,,,,0,,,
