,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,7 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Lille (3 stagioni),Salernitana (2 stagioni),Hajduk Split (2 stagioni),,Ligue 1 (3 stagioni),Serie A (2 stagioni),1. HNL (2 stagioni)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2018-2019,18,Hajduk Split,hr CRO,1. 1. HNL,4°,20.0,,,,,,,,,,,,,,,,,Partite
2019-2020,19,Lille,fr FRA,1. Ligue 1,4°,15.8,28,11,9,17,2,12,27,"44,4",15,16,3,13,22,50,28,0,Partite
2020-2021,20,Lille,fr FRA,1. Ligue 1,1°,14.0,28,18,11,13,4,12,27,"44,4",15,14,4,10,26,54,21,0,Partite
2021-2022,21,Lille,fr FRA,1. Ligue 1,10°,4.6,11,9,8,2,1,7,12,"58,3",5,5,2,3,10,21,7,1,Partite
2022-2023,22,Salernitana,it ITA,1. Serie A,15°,25.0,26,19,14,8,4,7,16,"43,8",9,20,5,15,21,47,44,0,Partite
2023-2024,23,Salernitana,it ITA,1. Serie A,20°,22.7,28,19,12,10,6,14,21,"66,7",7,17,4,13,25,53,48,1,Partite
7 stagioni,3 club,,3 campionati,,102.1,121,76,54,50,17,52,103,"50,5",51,72,18,54,104,225,148,2,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Lille (3 stagioni),,1 campionato,,34.4,67,38,28,32,7,31,66,"47,0",35,35,9,26,58,125,56,1,
Salernitana (2 stagioni),,1 campionato,,47.7,54,38,26,18,10,21,37,"56,8",16,37,9,28,46,100,92,1,
Hajduk Split (2 stagioni),,1 campionato,,20.0,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,
Ligue 1 (3 stagioni),,,,34.4,67,38,28,32,7,31,66,"47,0",35,35,9,26,58,125,56,1,
Serie A (2 stagioni),,,,47.7,54,38,26,18,10,21,37,"56,8",16,37,9,28,46,100,92,1,
1. HNL (2 stagioni),,,,20.0,,,,,,,,,,,,,,0,,,
