,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,18 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Bayern Munich (10 stagioni),Hamburger SV (3 stagioni),Lyon (2 stagioni),Manchester City (1 stagione),Hertha BSC (1 stagione),Salernitana (1 stagione),,Bundesliga (14 stagioni),Ligue 1 (2 stagioni),Premier League (1 stagione),Serie A (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2006-2007,17,Hertha BSC,de GER,1. Bundesliga,10°,7.3,,,,,,,,,,,,,,,,,Partite
2007-2008,18,Hamburger SV,de GER,1. Bundesliga,4°,23.9,,,,,,,,,,,,,,,,,Partite
2008-2009,19,Hamburger SV,de GER,1. Bundesliga,5°,13.4,,,,,,,,,,,,,,,,,Partite
2009-2010,20,Hamburger SV,de GER,1. Bundesliga,7°,23.9,,,,,,,,,,,,,,,,,Partite
2010-2011,21,Manchester City,eng ENG,1. Premier League,3°,13.8,,,,,,,,,,,,,,,,,Partite
2011-2012,22,Bayern Munich,de GER,1. Bundesliga,2°,24.2,,,,,,,,,,,,,,,,,Partite
2012-2013,23,Bayern Munich,de GER,1. Bundesliga,1°,24.9,,,,,,,,,,,,,,,,,Partite
2013-2014,24,Bayern Munich,de GER,1. Bundesliga,1°,24.1,,,,,,,,,,,,,,,,,Partite
2014-2015,25,Bayern Munich,de GER,1. Bundesliga,1°,23.7,,,,,,,,,,,,,,,,,Partite
2015-2016,26,Bayern Munich,de GER,1. Bundesliga,1°,15.0,,,,,,,,,,,,,,,,,Partite
2016-2017,27,Bayern Munich,de GER,1. Bundesliga,1°,9.2,,9,,,,,,,,,,,15,,,,Partite
2017-2018,28,Bayern Munich,de GER,1. Bundesliga,1°,18.2,26,18,18,7,1,19,32,"59,4",13,20,12,8,21,47,52,1,Partite
2018-2019,29,Bayern Munich,de GER,1. Bundesliga,1°,18.8,21,15,12,9,0,10,22,"45,5",12,8,3,5,25,46,49,0,Partite
2019-2020,30,Bayern Munich,de GER,1. Bundesliga,1°,20.0,21,14,9,12,0,11,22,"50,0",11,15,11,4,33,54,58,1,Partite
2020-2021,31,Bayern Munich,de GER,1. Bundesliga,1°,26.3,26,16,17,8,1,14,32,"43,8",18,24,17,7,40,66,63,1,Partite
2021-2022,32,Lyon,fr FRA,1. Ligue 1,8°,18.0,20,15,11,9,0,9,17,"52,9",8,20,10,10,20,40,73,0,Partite
2022-2023,33,Lyon,fr FRA,1. Ligue 1,7°,4.8,3,0,2,1,0,2,6,"33,3",4,8,5,3,6,9,16,0,Partite
2023-2024,34,Salernitana,it ITA,1. Serie A,20°,1.9,0,0,0,0,0,0,0,,0,4,3,1,2,2,17,0,Partite
18 stagioni,6 club,,4 campionati,,311.2,117,87,69,46,2,65,131,"49,6",66,99,61,38,162,264,328,3,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Bayern Munich (10 stagioni),,1 campionato,,204.4,94,72,56,36,2,54,108,"50,0",54,67,43,24,134,213,222,3,
Hamburger SV (3 stagioni),,1 campionato,,61.1,,,,,,,,,,,,,,0,,,
Lyon (2 stagioni),,1 campionato,,22.8,23,15,13,10,0,11,23,"47,8",12,28,15,13,26,49,89,0,
Manchester City (1 stagione),,1 campionato,,13.8,,,,,,,,,,,,,,0,,,
Hertha BSC (1 stagione),,1 campionato,,7.3,,,,,,,,,,,,,,0,,,
Salernitana (1 stagione),,1 campionato,,1.9,0,0,0,0,0,0,0,,0,4,3,1,2,2,17,0,
,,,,,,,,,,,,,,,,,,,,,
Bundesliga (14 stagioni),,,,272.7,94,72,56,36,2,54,108,"50,0",54,67,43,24,134,213,222,3,
Ligue 1 (2 stagioni),,,,22.8,23,15,13,10,0,11,23,"47,8",12,28,15,13,26,49,89,0,
Premier League (1 stagione),,,,13.8,,,,,,,,,,,,,,0,,,
Serie A (1 stagione),,,,1.9,0,0,0,0,0,0,0,,0,4,3,1,2,2,17,0,
