,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,7 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Roma (4 stagioni),Fluminense (2 stagioni),Atalanta (2 stagioni),Al-Ahli (1 stagione),,Serie A (5 stagioni),Série A (2 stagioni),Pro League (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2018,19,Fluminense,br BRA,1. Série A,12°,10.7,,15,,,,,,,,,,,19,,,,Partite
2018-2019,19,Atalanta,it ITA,1. Serie A,3°,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Partite
2019-2020,20,Roma,it ITA,1. Serie A,5°,6.8,11,8,6,3,2,5,7,"71,4",2,9,6,3,18,29,21,1,Partite
2020-2021,21,Roma,it ITA,1. Serie A,7°,26.6,59,37,28,25,6,25,45,"55,6",20,38,17,21,68,127,78,3,Partite
2021-2022,22,Roma,it ITA,1. Serie A,6°,32.1,54,32,31,19,4,26,43,"60,5",17,26,7,19,62,116,104,2,Partite
2022-2023,23,Roma,it ITA,1. Serie A,6°,31.1,67,33,38,26,3,32,48,"66,7",16,30,11,19,66,133,95,2,Partite
2023-2024,24,Al-Ahli,sa KSA,1. Pro League,3°,19.1,,24,,,,,,,,,,,37,,,,Partite
7 stagioni,4 club,,3 campionati,,126.5,191,149,103,73,15,88,143,"61,5",55,103,41,62,270,405,299,8,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Roma (4 stagioni),,1 campionato,,96.6,191,110,103,73,15,88,143,"61,5",55,103,41,62,214,405,298,8,
Fluminense (2 stagioni),,1 campionato,,10.7,,15,,,,,,,,,,,19,0,,,
Atalanta (2 stagioni),,1 campionato,,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,
Al-Ahli (1 stagione),,1 campionato,,19.1,,24,,,,,,,,,,,37,0,,,
,,,,,,,,,,,,,,,,,,,,,
Serie A (5 stagioni),,,,96.7,191,110,103,73,15,88,143,"61,5",55,103,41,62,214,405,299,8,
Série A (2 stagioni),,,,10.7,,15,,,,,,,,,,,19,0,,,
Pro League (1 stagione),,,,19.1,,24,,,,,,,,,,,37,0,,,
