,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2018,2019,2020,2021,2021-2022,2022-2023,2023-2024,6 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Feyenoord (3 stagioni),Molde (2 stagioni),Tromsø (2 stagioni),Sassuolo (1 stagione),,Eliteserien (4 stagioni),Eredivisie (3 stagioni),Serie A (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2018,17,Tromsø,no NOR,1. Eliteserien,10°,0.2,,,,,,,,,,,,,,,,,Partite
2019,18,Tromsø,no NOR,1. Eliteserien,15°,6.8,,9,,,,,,,,,,,4,,,,Partite
2020,19,Molde,no NOR,1. Eliteserien,2°,17.2,,26,,,,,,,,,,,6,,,,Partite
2021,20,Molde,no NOR,1. Eliteserien,2°,5.3,,2,,,,,,,,,,,0,,,,Partite
2021-2022,21,Feyenoord,nl NED,1. Eredivisie,3°,22.0,23,13,13,4,6,16,19,"84,2",3,21,7,14,19,42,28,0,Partite
2022-2023,22,Feyenoord,nl NED,1. Eredivisie,1°,23.5,41,23,20,14,7,24,28,"85,7",4,16,4,12,9,50,60,1,Partite
2023-2024,23,Sassuolo,it ITA,1. Serie A,18°,14.6,30,18,20,5,5,16,18,"88,9",2,12,3,9,9,39,40,0,Partite
6 stagioni,4 club,,3 campionati,,89.6,94,91,53,23,18,56,65,"86,2",9,49,14,35,47,131,128,1,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Feyenoord (3 stagioni),,1 campionato,,45.6,64,36,33,18,13,40,47,"85,1",7,37,11,26,28,92,88,1,
Molde (2 stagioni),,1 campionato,,22.5,,28,,,,,,,,,,,6,0,,,
Tromsø (2 stagioni),,1 campionato,,7.0,,9,,,,,,,,,,,4,0,,,
Sassuolo (1 stagione),,1 campionato,,14.6,30,18,20,5,5,16,18,"88,9",2,12,3,9,9,39,40,0,
,,,,,,,,,,,,,,,,,,,,,
Eliteserien (4 stagioni),,,,29.5,,37,,,,,,,,,,,10,0,,,
Eredivisie (3 stagioni),,,,45.6,64,36,33,18,13,40,47,"85,1",7,37,11,26,28,92,88,1,
Serie A (1 stagione),,,,14.6,30,18,20,5,5,16,18,"88,9",2,12,3,9,9,39,40,0,
