Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
C. Lykogiannis,2022-2023,Bologna,it ITA,1. Serie A,16,8,5,6,5,5,13,"38,5",8,9,4,5,15,31,30,0.0,Partite,29,"2,36",19,6,1,1,0,2,"0,16",0,2,0,0,0,0.0,518,731,"70,9",8881,3581,246,280,"87,9",219,287,"76,3",45,117,"38,5",0,1.5,1.5,-1.5,18,51,17,12,60.0,601,127,12,1,10,69,104,11,6,3,0,3
C. Lykogiannis,2023-2024,Bologna,it ITA,1. Serie A,9,5,4,4,1,5,9,"55,6",4,14,5,9,5,14,26,0.0,Partite,12,"1,53",9,2,1,0,0,2,"0,25",1,0,1,0,0,0.0,305,418,"73,0",4891,1553,167,189,"88,4",119,155,"76,8",17,54,"31,5",1,0.9,0.5,+0.1,7,20,6,6,25.0,346,70,5,0,7,44,62,3,2,1,0,2
