,SCA,Tipologie di SCA,GCA,Tipologie di GCA,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2020-2021,2021-2022,2022-2023,2023-2024,9 stagioni,,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite,Hajduk Split (6 stagioni),Empoli (3 stagioni),Spezia (1 stagione),,1. HNL (6 stagioni),Serie A (4 stagioni)
,SCA,Tipologie di SCA,GCA,Tipologie di GCA,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite
2015-2016,18,Hajduk Split,hr CRO,1. 1. HNL,3°,1.0,,,,,,,,,,,,,,,,,Partite
2016-2017,19,Hajduk Split,hr CRO,1. 1. HNL,3°,12.9,,,,,,,,,,,,,,,,,Partite
2017-2018,20,Hajduk Split,hr CRO,1. 1. HNL,3°,11.9,,,,,,,,,,,,,,,,,Partite
2018-2019,21,Hajduk Split,hr CRO,1. 1. HNL,4°,20.0,,,,,,,,,,,,,,,,,Partite
2019-2020,22,Hajduk Split,hr CRO,1. 1. HNL,5°,26.5,,,,,,,,,,,,,,,,,Partite
2020-2021,23,Hajduk Split,hr CRO,1. 1. HNL,4°,2.1,,,,,,,,,,,,,,,,,Partite
2020-2021,23,Spezia,it ITA,1. Serie A,15°,14.4,9,"0,62",5,0,0,3,0,1,4,"0,28",1,0,0,2,0,1,Partite
2021-2022,24,Empoli,it ITA,1. Serie A,14°,14.1,11,"0,78",9,1,0,1,0,0,0,"0,00",0,0,0,0,0,0,Partite
2022-2023,25,Empoli,it ITA,1. Serie A,14°,23.3,11,"0,47",9,0,0,1,0,1,0,"0,00",0,0,0,0,0,0,Partite
2023-2024,26,Empoli,it ITA,1. Serie A,13°,17.3,10,"0,58",7,2,0,0,0,1,0,"0,00",0,0,0,0,0,0,Partite
9 stagioni,3 club,,2 campionati,,143.6,41,"0,59",30,3,0,5,0,3,4,"0,06",1,0,0,2,0,1,
,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite
Hajduk Split (6 stagioni),,1 campionato,,74.5,,,,,,,,,,,,,,,,,
Empoli (3 stagioni),,1 campionato,,54.7,32,"0,59",25,3,0,2,0,2,0,"0,00",0,0,0,0,0,0,
Spezia (1 stagione),,1 campionato,,14.4,9,"0,62",5,0,0,3,0,1,4,"0,28",1,0,0,2,0,1,
,,,,,,,,,,,,,,,,,,,,,
1. HNL (6 stagioni),,,,74.5,,,,,,,,,,,,,,,,,
Serie A (4 stagioni),,,,69.1,41,"0,59",30,3,0,5,0,3,4,"0,06",1,0,0,2,0,1,
