,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2020-2021,2021-2022,2022-2023,2023-2024,9 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Hajduk Split (6 stagioni),Empoli (3 stagioni),Spezia (1 stagione),,1. HNL (6 stagioni),Serie A (4 stagioni)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2015-2016,18,Hajduk Split,hr CRO,1. 1. HNL,3°,1.0,,,,,,,,,,,,,,,,,Partite
2016-2017,19,Hajduk Split,hr CRO,1. 1. HNL,3°,12.9,,0,,,,,,,,,,,0,,,,Partite
2017-2018,20,Hajduk Split,hr CRO,1. 1. HNL,3°,11.9,,0,,,,,,,,,,,0,,,,Partite
2018-2019,21,Hajduk Split,hr CRO,1. 1. HNL,4°,20.0,,,,,,,,,,,,,,,,,Partite
2019-2020,22,Hajduk Split,hr CRO,1. 1. HNL,5°,26.5,,,,,,,,,,,,,,,,,Partite
2020-2021,23,Hajduk Split,hr CRO,1. 1. HNL,4°,2.1,,,,,,,,,,,,,,,,,Partite
2020-2021,23,Spezia,it ITA,1. Serie A,15°,14.4,19,9,10,8,1,8,13,"61,5",5,10,7,3,23,42,52,1,Partite
2021-2022,24,Empoli,it ITA,1. Serie A,14°,14.1,13,9,8,4,1,5,14,"35,7",9,21,11,10,24,37,80,0,Partite
2022-2023,25,Empoli,it ITA,1. Serie A,14°,23.3,40,32,25,15,0,18,24,"75,0",6,47,31,16,27,67,120,0,Partite
2023-2024,26,Empoli,it ITA,1. Serie A,13°,17.3,18,11,12,4,2,12,15,"80,0",3,23,15,8,18,36,96,1,Partite
9 stagioni,3 club,,2 campionati,,143.6,90,61,55,31,4,43,66,"65,2",23,101,64,37,92,182,348,2,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Hajduk Split (6 stagioni),,1 campionato,,74.5,,0,,,,,,,,,,,0,0,,,
Empoli (3 stagioni),,1 campionato,,54.7,71,52,45,23,3,35,53,"66,0",18,91,57,34,69,140,296,1,
Spezia (1 stagione),,1 campionato,,14.4,19,9,10,8,1,8,13,"61,5",5,10,7,3,23,42,52,1,
,,,,,,,,,,,,,,,,,,,,,
1. HNL (6 stagioni),,,,74.5,,0,,,,,,,,,,,0,0,,,
Serie A (4 stagioni),,,,69.1,90,61,55,31,4,43,66,"65,2",23,101,64,37,92,182,348,2,
