,SCA,Tipologie di SCA,GCA,Tipologie di GCA,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2020-2021,2021-2022,2021-2022,2022-2023,2023-2024,12 stagioni,,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite,Schalke 04 (6 stagioni),Arsenal (5 stagioni),Marseille (2 stagioni),Atalanta (1 stagione),,Bundesliga (6 stagioni),Premier League (5 stagioni),Ligue 1 (2 stagioni),Serie A (1 stagione)
,SCA,Tipologie di SCA,GCA,Tipologie di GCA,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite
2012-2013,19,Schalke 04,de GER,1. Bundesliga,4°,12.3,,,,,,,,,,,,,,,,,Partite
2013-2014,20,Schalke 04,de GER,1. Bundesliga,3°,20.6,,,,,,,,,,,,,,,,,Partite
2014-2015,21,Schalke 04,de GER,1. Bundesliga,6°,5.0,,,,,,,,,,,,,,,,,Partite
2015-2016,22,Schalke 04,de GER,1. Bundesliga,5°,17.5,,,,,,,,,,,,,,,,,Partite
2016-2017,23,Schalke 04,de GER,1. Bundesliga,10°,22.9,,,,,,,,,,,,,,,,,Partite
2017-2018,24,Arsenal,eng ENG,1. Premier League,6°,23.9,50,"2,10",41,3,3,2,1,0,6,"0,25",6,0,0,0,0,0,Partite
2018-2019,25,Arsenal,eng ENG,1. Premier League,5°,21.0,49,"2,34",42,1,4,0,1,1,10,"0,48",9,0,0,0,1,0,Partite
2019-2020,26,Arsenal,eng ENG,1. Premier League,8°,18.9,28,"1,48",28,0,0,0,0,0,3,"0,16",3,0,0,0,0,0,Partite
2020-2021,27,Schalke 04,de GER,1. Bundesliga,18°,15.8,22,"1,39",16,0,4,0,1,1,2,"0,13",2,0,0,0,0,0,Partite
2020-2021,27,Arsenal,eng ENG,1. Premier League,8°,1.0,0,"0,00",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,0,Partite
2021-2022,28,Arsenal,eng ENG,1. Premier League,5°,1.0,0,"0,00",0,0,0,0,0,0,0,"0,00",0,0,0,0,0,0,Partite
2021-2022,28,Marseille,fr FRA,1. Ligue 1,2°,4.9,7,"1,43",6,1,0,0,0,0,1,"0,20",1,0,0,0,0,0,Partite
2022-2023,29,Marseille,fr FRA,1. Ligue 1,3°,24.6,27,"1,10",24,0,1,2,0,0,5,"0,20",2,0,1,2,0,0,Partite
2023-2024,30,Atalanta,it ITA,1. Serie A,6°,19.8,18,"0,91",15,0,1,1,1,0,1,"0,05",1,0,0,0,0,0,Partite
12 stagioni,4 club,,4 campionati,,209.1,201,"1,54",172,5,13,5,4,2,28,"0,21",24,0,1,2,1,0,
,Paese,Competizione,Piazzamento,90 min,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,GCA,GCA90,Passaggio Live,Passaggio Dead,A,Tiri,Falli,Def.,Partite
Schalke 04 (6 stagioni),,1 campionato,,94.1,22,"1,39",16,0,4,0,1,1,2,"0,13",2,0,0,0,0,0,
Arsenal (5 stagioni),,1 campionato,,65.7,127,"1,93",111,4,7,2,2,1,19,"0,29",18,0,0,0,1,0,
Marseille (2 stagioni),,1 campionato,,29.5,34,"1,15",30,1,1,2,0,0,6,"0,20",3,0,1,2,0,0,
Atalanta (1 stagione),,1 campionato,,19.8,18,"0,91",15,0,1,1,1,0,1,"0,05",1,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,
Bundesliga (6 stagioni),,,,94.1,22,"1,39",16,0,4,0,1,1,2,"0,13",2,0,0,0,0,0,
Premier League (5 stagioni),,,,65.7,127,"1,93",111,4,7,2,2,1,19,"0,29",18,0,0,0,1,0,
Ligue 1 (2 stagioni),,,,29.5,34,"1,15",30,1,1,2,0,0,6,"0,20",3,0,1,2,0,0,
Serie A (1 stagione),,,,19.8,18,"0,91",15,0,1,1,1,0,1,"0,05",1,0,0,0,0,0,
