,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2020-2021,2021-2022,2021-2022,2022-2023,2023-2024,12 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Schalke 04 (6 stagioni),Arsenal (5 stagioni),Marseille (2 stagioni),Atalanta (1 stagione),,Bundesliga (6 stagioni),Premier League (5 stagioni),Ligue 1 (2 stagioni),Serie A (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2012-2013,19,Schalke 04,de GER,1. Bundesliga,4°,12.3,,,,,,,,,,,,,,,,,Partite
2013-2014,20,Schalke 04,de GER,1. Bundesliga,3°,20.6,,,,,,,,,,,,,,,,,Partite
2014-2015,21,Schalke 04,de GER,1. Bundesliga,6°,5.0,,,,,,,,,,,,,,,,,Partite
2015-2016,22,Schalke 04,de GER,1. Bundesliga,5°,17.5,,,,,,,,,,,,,,,,,Partite
2016-2017,23,Schalke 04,de GER,1. Bundesliga,10°,22.9,,52,,,,,,,,,,,79,,,,Partite
2017-2018,24,Arsenal,eng ENG,1. Premier League,6°,23.9,49,37,28,13,8,20,39,"51,3",19,15,3,12,26,75,56,0,Partite
2018-2019,25,Arsenal,eng ENG,1. Premier League,5°,21.0,34,21,21,7,6,20,34,"58,8",14,12,3,9,20,54,28,3,Partite
2019-2020,26,Arsenal,eng ENG,1. Premier League,8°,18.9,29,16,18,6,5,12,23,"52,2",11,14,4,10,25,54,34,1,Partite
2020-2021,27,Schalke 04,de GER,1. Bundesliga,18°,15.8,20,17,10,7,3,8,18,"44,4",10,17,5,12,20,40,17,0,Partite
2020-2021,27,Arsenal,eng ENG,1. Premier League,8°,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Partite
2021-2022,28,Arsenal,eng ENG,1. Premier League,5°,1.0,0,0,0,0,0,0,0,,0,0,0,0,4,4,1,0,Partite
2021-2022,28,Marseille,fr FRA,1. Ligue 1,2°,4.9,7,6,2,3,2,5,8,"62,5",3,4,0,4,0,7,7,1,Partite
2022-2023,29,Marseille,fr FRA,1. Ligue 1,3°,24.6,52,36,24,22,6,24,37,"64,9",13,19,2,17,43,95,35,1,Partite
2023-2024,30,Atalanta,it ITA,1. Serie A,6°,19.8,34,24,19,13,2,22,38,"57,9",16,15,6,9,18,52,36,0,Partite
12 stagioni,4 club,,4 campionati,,209.1,225,209,122,71,32,111,197,"56,3",86,96,23,73,236,382,214,6,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Schalke 04 (6 stagioni),,1 campionato,,94.1,20,69,10,7,3,8,18,"44,4",10,17,5,12,99,40,17,0,
Arsenal (5 stagioni),,1 campionato,,65.7,112,74,67,26,19,52,96,"54,2",44,41,10,31,76,188,119,4,
Marseille (2 stagioni),,1 campionato,,29.5,59,42,26,25,8,29,45,"64,4",16,23,2,21,43,102,42,2,
Atalanta (1 stagione),,1 campionato,,19.8,34,24,19,13,2,22,38,"57,9",16,15,6,9,18,52,36,0,
,,,,,,,,,,,,,,,,,,,,,
Bundesliga (6 stagioni),,,,94.1,20,69,10,7,3,8,18,"44,4",10,17,5,12,99,40,17,0,
Premier League (5 stagioni),,,,65.7,112,74,67,26,19,52,96,"54,2",44,41,10,31,76,188,119,4,
Ligue 1 (2 stagioni),,,,29.5,59,42,26,25,8,29,45,"64,4",16,23,2,21,43,102,42,2,
Serie A (1 stagione),,,,19.8,34,24,19,13,2,22,38,"57,9",16,15,6,9,18,52,36,0,
