Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
S. Kolasinac,2022-2023,Marseille,fr FRA,1. Ligue 1,52,36,24,22,6,24,37,"64,9",13,19,2,17,43,95,35,1.0,Partite,27,"1,10",24,0,1,0,0,5,"0,20",2,0,1,2,0,0.0,1135,1333,"85,1",17773,4570,572,628,"91,1",478,549,"87,1",48,84,"57,1",1,0.9,1.7,+0.1,11,93,11,2,109.0,1261,68,23,1,3,20,45,0,0,0,0,4
S. Kolasinac,2023-2024,Atalanta,it ITA,1. Serie A,34,24,19,13,2,22,38,"57,9",16,15,6,9,18,52,36,0.0,Partite,18,"0,91",15,0,1,1,0,1,"0,05",1,0,0,0,0,0.0,875,1033,"84,7",13572,4719,470,512,"91,8",353,400,"88,3",34,70,"48,6",0,1.0,0.5,-1.0,6,61,7,2,77.0,967,61,20,1,4,6,41,0,0,0,0,5
