Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
J. Toljan,2022-2023,Sassuolo,it ITA,1. Serie A,36,23,17,14,5,22,33,"66,7",11,31,14,17,18,54,60,1.0,Partite,42,"1,41",41,1,0,0,0,3,"0,10",3,0,0,0,0,0.0,1363,1610,"84,7",21955,8084,722,793,"91,0",505,576,"87,7",104,163,"63,8",1,2.4,1.6,-1.4,22,124,23,7,142.0,1299,308,33,2,10,28,275,0,0,0,0,3
J. Toljan,2023-2024,Sassuolo,it ITA,1. Serie A,10,7,6,3,1,7,13,"53,8",6,16,4,12,10,20,41,1.0,Partite,32,"1,78",29,2,0,1,0,7,"0,39",6,0,0,0,1,0.0,621,803,"77,3",10072,4035,320,347,"92,2",241,303,"79,5",44,108,"40,7",5,1.4,1.7,+3.6,17,41,15,6,60.0,631,169,19,0,3,39,149,1,0,0,0,3
