Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
L. Ostigard,2022-2023,Napoli,it ITA,1. Serie A,4,1,3,1,0,1,1,"100,0",0,3,3,0,6,10,18,1.0,Partite,2,"0,43",2,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,306,357,"85,7",6056,2161,108,118,"91,5",150,173,"86,7",41,55,"74,5",0,0.0,0.1,0.0,0,26,0,0,23.0,344,12,11,0,9,0,1,0,0,0,0,1
L. Ostigard,2023-2024,Napoli,it ITA,1. Serie A,19,10,11,7,1,4,7,"57,1",3,10,7,3,12,31,41,0.0,Partite,8,"0,68",7,0,0,0,1,0,"0,00",0,0,0,0,0,0.0,742,847,"87,6",13856,4954,241,263,"91,6",433,464,"93,3",57,100,"57,0",0,0.1,0.2,-0.1,3,36,3,0,42.0,827,16,12,0,5,1,4,0,0,0,0,4
