Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
J. Sala,2022-2023,FC Juárez,mx MEX,1. Liga MX,23,14,9,13,1,12,31,"38,7",19,16,8,8,16,39,28,0.0,Partite,29,"1,29",28,0,0,0,0,2,"0,09",2,0,0,0,0,0.0,840,975,"86,2",15260,3782,339,377,"89,9",387,429,"90,2",93,130,"71,5",0,0.4,0.7,-0.4,11,64,6,2,71.0,956,18,16,1,14,9,1,1,0,1,0,1
J. Sala,2023-2024,FC Juárez,mx MEX,1. Liga MX,28,18,13,14,1,14,28,"50,0",14,14,9,5,17,45,29,0.0,Partite,22,"1,16",17,1,0,0,2,0,"0,00",0,0,0,0,0,0.0,704,800,"88,0",12288,3659,306,338,"90,5",339,366,"92,6",49,73,"67,1",0,0.3,0.4,-0.3,9,52,3,1,47.0,781,19,19,1,5,1,0,0,0,0,0,0
