,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024,6 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Pordenone (2 stagioni),Genoa (2 stagioni),Benevento (1 stagione),Padova (1 stagione),,Serie B (5 stagioni),Serie A (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2018-2019,19,Padova,it ITA,2. Serie B,18°,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Partite
2019-2020,20,Pordenone,it ITA,2. Serie B,4°,15.0,23,11,14,8,1,7,17,"41,2",10,20,7,13,23,46,78,0,Partite
2020-2021,21,Pordenone,it ITA,2. Serie B,15°,26.5,52,34,33,16,3,23,38,"60,5",15,23,10,13,65,117,92,1,Partite
2021-2022,22,Benevento,it ITA,2. Serie B,7°,25.6,39,23,24,14,1,15,19,"78,9",4,24,15,9,41,80,122,2,Partite
2022-2023,23,Genoa,it ITA,2. Serie B,2°,18.2,26,15,16,9,1,15,21,"71,4",6,18,10,8,16,42,75,0,Partite
2023-2024,24,Genoa,it ITA,1. Serie A,12°,6.3,10,6,5,4,1,5,7,"71,4",2,6,3,3,17,27,19,1,Partite
6 stagioni,4 club,,2 campionati,,91.9,150,89,92,51,7,65,102,"63,7",37,91,45,46,162,312,387,4,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Pordenone (2 stagioni),,1 campionato,,41.5,75,45,47,24,4,30,55,"54,5",25,43,17,26,88,163,170,1,
Genoa (2 stagioni),,2 campionati,,24.5,36,21,21,13,2,20,28,"71,4",8,24,13,11,33,69,94,1,
Benevento (1 stagione),,1 campionato,,25.6,39,23,24,14,1,15,19,"78,9",4,24,15,9,41,80,122,2,
Padova (1 stagione),,1 campionato,,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,
,,,,,,,,,,,,,,,,,,,,,
Serie B (5 stagioni),,,,85.6,140,83,87,47,6,60,95,"63,2",35,85,42,43,145,285,368,3,
Serie A (1 stagione),,,,6.3,10,6,5,4,1,5,7,"71,4",2,6,3,3,17,27,19,1,
