Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
M. Olivera,2022-2023,Napoli,it ITA,1. Serie A,39,23,16,16,7,22,43,"51,2",21,28,2,26,22,61,26,0.0,Partite,43,"2,35",37,3,1,0,1,3,"0,16",3,0,0,0,0,0.0,1200,1381,"86,9",16376,4940,780,832,"93,8",316,366,"86,3",57,101,"56,4",2,2.1,2.0,-0.1,24,100,12,4,88.0,1176,201,26,1,8,19,173,2,1,0,0,4
M. Olivera,2023-2024,Napoli,it ITA,1. Serie A,31,19,20,8,3,14,26,"53,8",12,16,2,14,10,41,18,0.0,Partite,23,"2,37",20,1,0,0,1,2,"0,21",1,0,0,0,0,1.0,559,646,"86,5",8182,2510,338,359,"94,2",188,219,"85,8",21,34,"61,8",1,0.5,0.9,+0.5,11,25,13,7,39.0,542,103,14,0,4,21,89,0,0,0,0,1
