Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
E. Holm,2022-2023,Spezia,it ITA,1. Serie A,26,15,13,8,5,16,31,"51,6",15,21,6,15,9,35,41,0.0,Partite,36,"2,33",24,5,2,3,0,1,"0,06",1,0,0,0,0,0.0,342,573,"59,7",5181,1707,178,246,"72,4",127,204,"62,3",17,63,"27,0",1,1.3,1.1,-0.3,13,30,12,5,40.0,463,108,1,1,3,50,107,0,0,0,0,2
E. Holm,2023-2024,Atalanta,it ITA,1. Serie A,18,13,12,4,2,9,27,"33,3",18,17,3,14,7,25,17,0.0,Partite,15,"2,02",8,2,1,2,0,4,"0,54",1,1,0,0,2,0.0,222,334,"66,5",3273,1161,134,171,"78,4",73,104,"70,2",12,37,"32,4",1,0.7,0.7,+0.3,3,10,4,3,20.0,262,71,2,0,0,22,69,0,0,0,0,1
