,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2019,2020,2020-2021,2021-2022,2022-2023,2023-2024,5 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SønderjyskE (2 stagioni),Göteborg (2 stagioni),Spezia (1 stagione),Atalanta (1 stagione),,Superliga (2 stagioni),Allsvenskan (2 stagioni),Serie A (2 stagioni)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2019,18,Göteborg,se SWE,1. Allsvenskan,7°,2.9,,11,,,,,,,,,,,2,,,,Partite
2020,19,Göteborg,se SWE,1. Allsvenskan,12°,10.4,,13,,,,,,,,,,,9,,,,Partite
2020-2021,20,SønderjyskE,dk DEN,1. Superliga,8°,9.8,,24,,,,,,,,,,,14,,,,Partite
2021-2022,21,SønderjyskE,dk DEN,1. Superliga,12°,23.7,,36,,,,,,,,,,,40,,,,Partite
2022-2023,22,Spezia,it ITA,1. Serie A,17°,15.5,26,15,13,8,5,16,31,"51,6",15,21,6,15,9,35,41,0,Partite
2023-2024,23,Atalanta,it ITA,1. Serie A,6°,7.4,18,13,12,4,2,9,27,"33,3",18,17,3,14,7,25,17,0,Partite
5 stagioni,4 club,,3 campionati,,69.7,44,112,25,12,7,25,58,"43,1",33,38,9,29,81,60,58,0,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
SønderjyskE (2 stagioni),,1 campionato,,33.4,,60,,,,,,,,,,,54,0,,,
Göteborg (2 stagioni),,1 campionato,,13.4,,24,,,,,,,,,,,11,0,,,
Spezia (1 stagione),,1 campionato,,15.5,26,15,13,8,5,16,31,"51,6",15,21,6,15,9,35,41,0,
Atalanta (1 stagione),,1 campionato,,7.4,18,13,12,4,2,9,27,"33,3",18,17,3,14,7,25,17,0,
,,,,,,,,,,,,,,,,,,,,,
Superliga (2 stagioni),,,,33.4,,60,,,,,,,,,,,54,0,,,
Allsvenskan (2 stagioni),,,,13.4,,24,,,,,,,,,,,11,0,,,
Serie A (2 stagioni),,,,22.9,44,28,25,12,7,25,58,"43,1",33,38,9,29,16,60,58,0,
