Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
A. Gravillon,2022-2023,Reims,fr FRA,1. Ligue 1,16,8,9,6,1,8,13,"61,5",5,18,9,9,21,37,36,0.0,Partite,9,"0,78",5,2,0,0,0,1,"0,09",1,0,0,0,0,0.0,330,445,"74,2",6298,2474,127,157,"80,9",159,191,"83,2",38,75,"50,7",0,0.4,0.6,-0.4,3,31,4,2,38.0,384,58,19,2,5,16,39,0,0,0,0,3
A. Gravillon,2023-2024,Adana Demirspor,tr TUR,1. Süper Lig,,15,,,,,,,,,,,25,,,,Partite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,5,,,,,,
