Giocatore,Giocatore,cm,kg,Pres,Min,Cont,Inter,Falli,Fuorig,Spaz,Drib,Respinte,Autogol,Rating
"1Andrea Ranocchia36,  Di(C)","Andrea Ranocchia 36,  Di(C)",195,81,1,48,3,-,2,-,7,1,5,-,6.67
"2Armando Izzo32,  Di(C)","Armando Izzo 32,  Di(C)",183,78,29(1),2475,2.4,1.7,1.5,0.1,2.6,0.5,0.6,-,6.93
"3Carlos Augusto25,  Di(CS),Cc(S)","Carlos Augusto 25,  Di(CS),Cc(S)",184,78,35,3087,2.1,0.7,1.2,0.2,2.1,0.6,0.2,-,6.99
"4Nicolò Rovella22,  MC","Nicolò Rovella 22,  MC",179,66,21(4),1749,1.8,1.6,1,0.1,0.6,0.9,-,-,6.78
"5Matteo Pessina26,  Cc(CD)","Matteo Pessina 26,  Cc(CD)",187,77,34(1),2938,1.6,1.1,1.2,0.1,0.9,1,0.4,-,6.86
"6Stefano Sensi28,  CO(C)","Stefano Sensi 28,  CO(C)",168,62,21(7),1629,1.5,0.7,0.6,-,0.1,1.1,0.1,-,6.64
"7Marlon28,  Di(C)","Marlon 28,  Di(C)",182,80,18(10),1591,1.3,0.6,0.8,0.2,1.7,0.5,0.1,1,6.34
"8Pablo Marí30,  Di(C)","Pablo Marí 30,  Di(C)",193,87,28(2),2489,1.2,1,1,0.5,3.6,0.3,0.5,-,6.61
"9Salvatore Molina32,  MC,Cc(SD)","Salvatore Molina 32,  MC,Cc(SD)",177,74,1(4),229,1.2,0.2,0.8,0.2,0.2,0.2,0.4,-,6.19
"10Samuele Birindelli24,  Cc(D)","Samuele Birindelli 24,  Cc(D)",175,68,14(17),1397,1.1,0.5,0.5,0.1,0.8,0.4,0.3,-,6.33
"11José Machín27,  CO(C)","José Machín 27,  CO(C)",184,74,11(14),1119,1.1,0.5,0.8,-,0.6,0.7,0.1,-,6.35
"12Mattia Valoti30,  CO(CS)","Mattia Valoti 30,  CO(CS)",187,62,4(12),445,1.1,0.2,1,-,0.4,0.7,0.2,-,6.25
"13Patrick Ciurria29,  Cc(CSD)","Patrick Ciurria 29,  Cc(CSD)",178,67,31(5),2757,0.9,0.2,0.9,-,0.7,0.4,0.1,-,6.74
"14Luca Caldirola33,  Di(CS)","Luca Caldirola 33,  Di(CS)",186,79,27(4),2360,0.8,0.8,1,0.3,2.1,0.4,0.6,-,6.48
"15Filippo Ranocchia22,  Cc(C)","Filippo Ranocchia 22,  Cc(C)",178,0,5(9),528,0.8,0.3,0.5,-,0.5,0.6,0.1,-,6.41
"16Andrea Barberis30,  Cc(C)","Andrea Barberis 30,  Cc(C)",177,72,3(6),332,0.8,0.9,0.1,0.1,0.1,0.7,-,-,6.20
"17Andrea Carboni23,  Di(C)","Andrea Carboni 23,  Di(C)",187,70,1(3),164,0.8,0.8,0.3,0.3,0.3,0.8,0.5,-,5.94
"18Valentin Antov23,  Di(C)","Valentin Antov 23,  Di(C)",187,70,2(7),301,0.7,0.4,0.4,0.1,1.6,0.4,0.4,-,6.13
"19Andrea Colpani24,  CO(C)","Andrea Colpani 24,  CO(C)",184,69,10(17),944,0.5,0.1,0.8,-,0.2,0.1,0.1,-,6.54
"20Marco D'Alessandro33,  Cc(SD)","Marco D'Alessandro 33,  Cc(SD)",173,71,3(5),287,0.5,0.1,0.8,-,0.3,0.4,-,-,6.10
"21Giulio Donati34,  Di(CSD),Cc(D)","Giulio Donati 34,  Di(CSD),Cc(D)",178,76,5(4),424,0.4,0.4,0.8,-,1,0.3,0.1,-,6.13
"22Gianluca Caprari30,  CO(CSD),AC","Gianluca Caprari 30,  CO(CSD),AC",176,72,32(5),2466,0.4,0.2,0.9,-,0.1,0.5,-,-,6.50
"23Franco Carboni20,  Defender","Franco Carboni 20,  Defender",190,0,0(3),63,0.3,0.3,0.7,-,-,0.7,-,-,6.30
"24Dany Mota25,  CO(C),AC","Dany Mota 25,  CO(C),AC",180,74,21(8),1925,0.3,0.2,0.7,-,0.9,0.3,-,-,6.64
"25Christian Gytkjær33,  AC","Christian Gytkjær 33,  AC",185,77,3(19),539,0.3,-,0.5,-,0.1,0.1,-,-,6.07
"26Warren Bondo20,  Cc(C)","Warren Bondo 20,  Cc(C)",177,63,0(4),56,0.3,-,0.5,-,-,-,-,-,6.18
"27Andrea Petagna28,  AC","Andrea Petagna 28,  AC",190,85,19(12),1671,0.2,0.1,0.9,-,0.6,0.1,0.1,-,6.51
"28Alessio Cragno29,  POR","Alessio Cragno 29,  POR",184,78,1,90,-,-,-,-,-,1,-,-,5.61
"29Luca Marrone33,  Di(C),MC","Luca Marrone 33,  Di(C),MC",186,75,2,136,-,-,0.5,-,2,1,1,-,5.86
"30Michele Di Gregorio26,  POR","Michele Di Gregorio 26,  POR",187,82,37,3330,-,0.1,-,-,0.8,0.1,-,-,6.79
"31Samuele Vignato20,  Forward","Samuele Vignato 20,  Forward",172,62,0(5),56,-,-,-,-,-,-,-,-,6.26
