Giocatore,Giocatore,cm,kg,Pres,Min,Cont,Inter,Falli,Fuorig,Spaz,Drib,Respinte,Autogol,Rating
"1Davide Frattesi24,  MC","Davide Frattesi 24,  MC",178,74,35(1),2891,1.8,0.4,1.1,0.1,1.1,0.5,0.2,-,6.80
"2Giorgos Kyriakopoulos28,  Di(S),Cc(S)","Giorgos Kyriakopoulos 28,  Di(S),Cc(S)",178,74,9(3),773,1.8,0.9,0.8,0.1,1,0.3,0.1,-,6.80
"3Ruan Tressoldi24,  Di(C)","Ruan Tressoldi 24,  Di(C)",187,78,21(2),1717,1.7,1,1.2,0.9,3.3,0.4,0.7,1,6.32
"4Pedro Obiang31,  MC","Pedro Obiang 31,  MC",185,75,11(6),881,1.5,0.5,0.9,-,0.8,0.5,0.1,-,6.38
"5Nadir Zortea24,  Di(D),Cc(S)","Nadir Zortea 24,  Di(D),Cc(S)",175,70,7(3),655,1.5,0.4,1.1,-,1.6,0.5,0.4,-,6.50
"6Maxime Lopez26,  Cc(CD)","Maxime Lopez 26,  Cc(CD)",167,58,25(5),2297,1.4,0.7,1,-,0.6,1.3,0.2,-,6.51
"7Jeremy Toljan29,  Di(SD),Cc(SD)","Jeremy Toljan 29,  Di(SD),Cc(SD)",182,74,29(2),2672,1.2,0.6,0.3,0.4,1.1,0.4,0.5,-,6.37
"8Rogério26,  Di(S),Cc(S)","Rogério 26,  Di(S),Cc(S)",178,70,34(2),2999,1,1,0.8,0.4,1.7,0.5,0.3,-,6.55
"9Hamed Traorè24,  CO(CSD)","Hamed Traorè 24,  CO(CSD)",184,77,6(5),593,1,0.2,0.8,-,-,0.6,-,-,6.36
"10Kaan Ayhan29,  Di(CD),MC","Kaan Ayhan 29,  Di(CD),MC",185,84,5(5),543,1,0.5,0.4,0.5,2.5,-,0.4,-,6.24
"11Martin Erlic26,  Di(C)","Martin Erlic 26,  Di(C)",192,78,26(2),2332,1,1.1,0.8,1,4.1,0.5,0.8,1,6.59
"12Domenico Berardi29,  CO(D),AC","Domenico Berardi 29,  CO(D),AC",183,72,22(4),1872,0.9,0.7,1.3,-,0.6,1.2,-,-,7.15
"13Matheus Henrique26,  Cc(C)","Matheus Henrique 26,  Cc(C)",175,71,21(9),1951,0.9,0.4,0.7,-,0.3,0.4,0.1,-,6.57
"14Luca D'Andrea19,  CO(D)","Luca D'Andrea 19,  CO(D)",173,0,5,321,0.8,0.2,0.8,0.2,-,0.6,-,-,6.58
"15Armand Laurienté25,  CO(SD),AC","Armand Laurienté 25,  CO(SD),AC",171,59,27(1),2191,0.8,0.4,0.8,-,0.1,0.5,-,-,7.11
"16Abdou Harroui26,  Cc(CD)","Abdou Harroui 26,  Cc(CD)",182,76,5(18),637,0.7,0.1,0.6,-,0.4,0.2,-,-,6.31
"17Gian Marco Ferrari31,  Di(C)","Gian Marco Ferrari 31,  Di(C)",189,82,24(9),2221,0.7,0.7,0.7,0.9,2.5,0.2,0.6,-,6.31
"18Nedim Bajrami25,  CO(CD)","Nedim Bajrami 25,  CO(CD)",179,68,7(11),816,0.7,0.4,0.3,-,0.3,0.3,0.1,-,6.41
"19Kristian Thorstvedt24,  Cc(C)","Kristian Thorstvedt 24,  Cc(C)",189,84,13(18),1133,0.5,0.5,0.6,-,0.4,0.4,0.2,-,6.30
"20Janis Antiste21,  Forward","Janis Antiste 21,  Forward",183,75,0(2),50,0.5,-,2,-,-,-,-,-,6.61
"21Grégoire Defrel32,  CO(CD),AC","Grégoire Defrel 32,  CO(CD),AC",180,79,13(14),1168,0.3,0.1,0.5,-,0.2,0.3,-,-,6.20
"22Andrea Pinamonti24,  AC","Andrea Pinamonti 24,  AC",188,72,25(7),2174,0.3,0.1,0.7,-,0.3,0.1,0.1,-,6.38
"23Agustín Álvarez22,  Forward","Agustín Álvarez 22,  Forward",177,75,1(21),351,0.3,0.1,0.4,-,0.1,0.1,-,-,6.18
"24Emil Ceïde22,  Forward","Emil Ceïde 22,  Forward",175,71,5(14),505,0.3,0.1,0.2,-,-,0.1,0.1,-,6.20
"25Riccardo Marchizza25,  Di(S)","Riccardo Marchizza 25,  Di(S)",185,80,3(7),281,0.2,0.2,0.7,0.2,0.7,0.2,-,-,6.11
"26Andrea Consigli37,  POR","Andrea Consigli 37,  POR",189,82,35,3150,-,-,-,-,0.7,-,-,-,6.32
"27Alessandro Russo22,  Goalkeeper","Alessandro Russo 22,  Goalkeeper",196,0,1,90,-,-,-,-,1,-,-,-,5.26
"28Filippo Romagna26,  Di(C)","Filippo Romagna 26,  Di(C)",186,75,0(2),46,-,-,-,0.5,1,-,0.5,-,6.07
"29Giacomo Raspadori24,  CO(CS),AC","Giacomo Raspadori 24,  CO(CS),AC",172,69,0(1),45,-,-,-,-,-,-,-,-,5.81
"30Gianluca Pegolo42,  POR","Gianluca Pegolo 42,  POR",184,76,2,180,-,-,-,-,0.5,0.5,-,-,6.31
"31Mert Müldür24,  Di(D)","Mert Müldür 24,  Di(D)",188,74,1(1),13,-,-,0.5,-,-,-,-,-,6.12
