Giocatore,Giocatore,cm,kg,Pres,Min,Cont,Inter,Falli,Fuorig,Spaz,Drib,Respinte,Autogol,Rating
"1Rodrigo Becão28,  Di(C)","Rodrigo Becão 28,  Di(C)",191,79,28,2487,2.5,0.9,1.4,0.4,2.2,0.5,0.9,1,6.75
"2Nehuén Pérez23,  Di(C)","Nehuén Pérez 23,  Di(C)",185,75,33(1),2831,2.3,1,0.9,0.4,2.8,0.5,0.7,1,6.65
"3Walace28,  MC","Walace 28,  MC",188,75,37,3200,2.2,1.4,1.1,0.1,1.2,1.3,0.3,-,6.66
"4Destiny Udogie21,  Di(S),Cc(S)","Destiny Udogie 21,  Di(S),Cc(S)",186,67,31(2),2714,2.2,1.1,1.1,0.2,0.5,0.8,0.2,-,6.87
"5Axel Guessand19,  Defender","Axel Guessand 19,  Defender",172,0,1,80,2,2,1,-,3,1,-,-,6.33
"6Kingsley Ehizibue28,  Di(D),Cc(D)","Kingsley Ehizibue 28,  Di(D),Cc(D)",189,78,16(11),1534,1.7,0.4,1.2,0.1,1.3,0.6,0.1,-,6.47
"7Jaka Bijol25,  Di(C),Cc(C),AC","Jaka Bijol 25,  Di(C),Cc(C),AC",190,85,32,2732,1.2,0.9,0.9,0.6,5.1,0.3,0.8,-,6.86
"8Bram Nuytinck33,  Di(C)","Bram Nuytinck 33,  Di(C)",190,80,3(3),382,1.2,0.8,0.7,0.5,3.5,0.7,1,-,6.46
"9Marvin Zeegelaar33,  Di(CS),Cc(S)","Marvin Zeegelaar 33,  Di(CS),Cc(S)",186,84,4(3),354,1.1,0.4,1.9,0.1,0.7,0.1,-,-,6.34
"10Sandi Lovric25,  CO(C)","Sandi Lovric 25,  CO(C)",180,70,28(9),2351,1.1,0.7,0.8,-,0.5,0.5,0.1,-,6.66
"11Roberto Pereyra33,  Cc(CSD),AC","Roberto Pereyra 33,  Cc(CSD),AC",182,77,33(1),2837,1.1,0.5,0.9,-,0.6,0.8,0.1,-,6.77
"12Brandon Soppy22,  Di(D),Cc(SD)","Brandon Soppy 22,  Di(D),Cc(SD)",181,0,1,90,1,1,2,-,1,-,-,-,5.87
"13Jean-Victor Makengo25,  Cc(CS)","Jean-Victor Makengo 25,  Cc(CS)",177,75,11(5),812,1,0.6,0.6,0.1,0.2,0.3,0.1,-,6.40
"14Simone Pafundi17,  Midfielder","Simone Pafundi 17,  Midfielder",166,64,0(8),76,1,0.1,-,-,-,0.3,-,-,6.19
"15Lazar Samardzic22,  CO(C)","Lazar Samardzic 22,  CO(C)",177,70,19(18),1848,0.9,0.3,0.7,-,0.4,0.7,-,-,6.70
"16Festy Ebosele21,  Cc(D)","Festy Ebosele 21,  Cc(D)",180,0,4(13),400,0.9,0.1,0.6,-,0.2,0.4,-,-,6.34
"17Tolgay Arslan33,  Cc(C)","Tolgay Arslan 33,  Cc(C)",180,77,12(24),1197,0.8,0.3,0.4,-,0.2,0.7,-,-,6.28
"18Enzo Ebosse24,  Di(C)","Enzo Ebosse 24,  Di(C)",185,74,9(11),919,0.8,0.6,0.5,-,1.2,0.2,0.3,-,6.31
"19Adam Masina30,  Di(CS),Cc(S)","Adam Masina 30,  Di(CS),Cc(S)",189,78,8(6),785,0.7,0.7,0.8,0.1,1.9,0.6,0.3,-,6.49
"20Gerard Deulofeu29,  CO(CSD),AC","Gerard Deulofeu 29,  CO(CSD),AC",177,73,15(1),1219,0.5,0.1,0.5,-,0.1,0.6,0.1,-,7.06
"21James Abankwah20,  Defender","James Abankwah 20,  Defender",182,0,1(1),63,0.5,-,1,-,1.5,-,1,-,6.54
"22Leonardo Buta21,  Di(S)","Leonardo Buta 21,  Di(S)",182,0,0(2),15,0.5,-,-,-,-,-,-,-,6.02
"23Beto26,  AC","Beto 26,  AC",194,88,23(10),2132,0.5,0.2,1.1,-,0.9,0.4,0.1,-,6.66
"24Ilija Nestorovski33,  AC","Ilija Nestorovski 33,  AC",183,74,5(16),626,0.3,0.1,0.9,-,0.5,0.3,-,-,6.31
"25Isaac Success28,  CO(SD),AC","Isaac Success 28,  CO(SD),AC",186,86,21(9),1821,0.3,0.1,1.1,-,0.6,0.2,0.1,-,6.54
"26Florian Thauvin31,  Cc(CSD),AC","Florian Thauvin 31,  Cc(CSD),AC",179,70,5(11),543,0.1,0.1,0.6,0.1,0.1,0.7,-,-,6.21
"27Marco Silvestri33,  POR","Marco Silvestri 33,  POR",191,80,38,3420,0.1,-,-,-,0.8,-,-,-,6.55
"28Mato Jajalo35,  Cc(C)","Mato Jajalo 35,  Cc(C)",182,77,0(3),61,-,-,0.3,-,0.7,0.3,-,-,6.18
"29Nicolò Cocetta20,  Defender","Nicolò Cocetta 20,  Defender",0,0,0(1),31,-,1,-,-,1,1,1,-,6.23
"30Vivaldo Semedo19,  Forward","Vivaldo Semedo 19,  Forward",192,85,0(5),30,-,-,0.2,-,0.2,-,-,-,6.05
