Giocatore,Giocatore,cm,kg,Pres,Min,Cont,Inter,Falli,Fuorig,Spaz,Drib,Respinte,Autogol,Rating
"1Suat Serdar26,  Cc(CSD)","Suat Serdar 26,  Cc(CSD)",184,75,9(6),840,1.9,0.9,1.3,-,1,0.7,0.2,-,6.47
"2Ondrej Duda29,  Cc(C),AC","Ondrej Duda 29,  Cc(C),AC",181,75,22(1),1841,1.9,0.7,1.7,-,0.5,0.8,0.3,-,6.65
"3Diego Coppola20,  Di(C)","Diego Coppola 20,  Di(C)",192,78,9(5),825,1.9,0.9,1.1,0.3,3.8,0.4,0.3,-,6.65
"4Pawel Dawidowicz28,  Di(C)","Pawel Dawidowicz 28,  Di(C)",189,80,19(2),1632,1.9,0.8,1.3,0.5,4.2,0.5,0.4,1,6.66
"5Isak Hien25,  Di(C)","Isak Hien 25,  Di(C)",191,88,9(1),865,1.7,0.7,1.1,0.4,3.2,0.9,0.5,-,6.47
"6Filippo Terracciano21,  Di(S),Cc(D)","Filippo Terracciano 21,  Di(S),Cc(D)",180,68,14(4),1296,1.7,1.1,0.8,0.1,0.9,0.8,0.3,-,6.71
"7Martin Hongla25,  Di(C),MC","Martin Hongla 25,  Di(C),MC",182,77,12(3),1085,1.6,0.5,0.4,0.2,1.6,0.2,0.2,-,6.55
"8Michael Folorunsho26,  Cc(C)","Michael Folorunsho 26,  Cc(C)",185,75,25,2118,1.6,0.7,1.4,-,1.3,1.3,0.4,-,6.59
"9Jackson Tchatchoua22,  Di(D),Cc(SD)","Jackson Tchatchoua 22,  Di(D),Cc(SD)",186,76,14(5),1293,1.5,0.7,0.5,0.1,1.7,0.9,0.3,-,6.50
"10Josh Doig21,  Di(CS),Cc(S)","Josh Doig 21,  Di(CS),Cc(S)",189,71,11(1),839,1.3,0.3,0.6,0.4,1.2,0.3,0.3,-,6.36
"11Juan Cabal23,  Di(S)","Juan Cabal 23,  Di(S)",186,79,7(5),673,1.3,0.4,1,0.3,1.8,0.3,0.3,-,6.52
"12Tomás Suslov21,  Cc(CSD)","Tomás Suslov 21,  Cc(CSD)",173,72,17(4),1514,1.2,0.2,1.5,-,0.2,1,-,-,6.66
"13Davide Faraoni32,  Di(D),Cc(D)","Davide Faraoni 32,  Di(D),Cc(D)",180,71,7(4),606,1.2,0.5,1,-,1.6,0.3,0.5,-,6.45
"14Bruno Amione22,  Di(C)","Bruno Amione 22,  Di(C)",187,83,7(3),582,1.1,0.9,1,0.3,1.8,0.1,0.2,-,6.31
"15Fabien Centonze28,  Di(D),Cc(D)","Fabien Centonze 28,  Di(D),Cc(D)",182,75,1(1),91,1,2,1,0.5,2.5,0.5,-,-,6.49
"16Reda Belahyane19,  Midfielder","Reda Belahyane 19,  Midfielder",169,53,0(1),16,1,-,-,-,-,-,-,-,6.32
"17Giangiacomo Magnani28,  Di(C)","Giangiacomo Magnani 28,  Di(C)",190,85,20(3),1765,0.8,1.4,0.9,0.4,3.1,0.3,0.8,-,6.55
"18Cyril Ngonge23,  CO(CD),AC","Cyril Ngonge 23,  CO(CD),AC",179,73,17(2),1438,0.7,0.2,1.6,-,0.4,0.5,0.1,-,6.86
"19Darko Lazovic33,  Cc(CSD)","Darko Lazovic 33,  Cc(CSD)",181,73,12(9),1178,0.7,0.1,0.1,-,0.4,0.4,-,-,6.22
"20Juan Manuel Cruz24,  AC","Juan Manuel Cruz 24,  AC",184,71,1(3),107,0.5,0.3,0.3,-,-,-,-,-,6.15
"21Dani Silva23,  MC","Dani Silva 23,  MC",180,75,1(4),130,0.4,-,0.2,-,0.4,-,-,-,6.12
"22Karol Swiderski27,  CO(C),AC","Karol Swiderski 27,  CO(C),AC",184,77,2(3),193,0.4,0.2,0.4,-,1,0.2,0.6,-,6.42
"23Jordi Mboula24,  CO(D)","Jordi Mboula 24,  CO(D)",183,74,5(6),307,0.4,0.1,0.5,-,-,0.3,0.1,-,6.10
"24Tijjani Noslin24,  CO(D),AC","Tijjani Noslin 24,  CO(D),AC",180,75,6,394,0.3,-,0.8,-,0.8,0.8,-,-,6.58
"25Riccardo Saponara32,  CO(CSD)","Riccardo Saponara 32,  CO(CSD)",184,73,3(9),337,0.3,-,0.1,-,0.2,0.5,-,-,6.09
"26Rúben Vinagre24,  Di(S),Cc(S)","Rúben Vinagre 24,  Di(S),Cc(S)",174,71,0(5),74,0.2,-,0.4,-,0.4,-,0.2,-,6.02
"27Federico Bonazzoli26,  CO(C),AC","Federico Bonazzoli 26,  CO(C),AC",182,79,5(12),670,0.1,0.1,0.4,-,0.1,0.4,0.1,-,6.27
"28Milan Djuric33,  AC","Milan Djuric 33,  AC",198,94,13(7),1208,0.1,0.1,1.3,-,0.7,0.2,-,-,6.87
"29Charlys20,  Midfielder","Charlys 20,  Midfielder",186,0,0(1),1,-,-,-,-,-,-,-,-,6.00
"30Elayis Tavsan22,  CO(D),AC","Elayis Tavsan 22,  CO(D),AC",183,74,0(2),31,-,-,-,-,0.5,0.5,-,-,5.96
"31Lorenzo Montipò28,  POR","Lorenzo Montipò 28,  POR",191,82,27,2430,-,-,-,-,1,0.1,-,-,6.66
"32Stefan Mitrovic21,  Forward","Stefan Mitrovic 21,  Forward",181,0,0(2),63,-,-,1,-,-,-,-,-,6.08
"33Thomas Henry29,  AC","Thomas Henry 29,  AC",192,86,2(12),296,-,-,0.8,-,0.4,-,-,-,6.25
"34Yayah Kallon22,  CO(C)","Yayah Kallon 22,  CO(C)",175,70,0(1),3,-,-,-,-,-,-,-,-,5.97
