Giocatore,Giocatore,cm,kg,Pres,Min,Cont,Inter,Falli,Fuorig,Spaz,Drib,Respinte,Autogol,Rating
"1Mathías Olivera26,  Di(S),Cc(S)","Mathías Olivera 26,  Di(S),Cc(S)",184,78,11(4),967,2.1,0.8,0.5,0.5,1,0.8,0.1,-,6.81
"2Frank Anguissa28,  Cc(C)","Frank Anguissa 28,  Cc(C)",184,78,21(2),1832,1.7,0.9,1.1,-,0.6,1.1,0.2,-,6.78
"3Stanislav Lobotka29,  MC","Stanislav Lobotka 29,  MC",170,68,27,2305,1.7,0.6,0.7,-,0.7,1.1,0.1,-,6.65
"4Juan Jesus32,  Di(CS)","Juan Jesus 32,  Di(CS)",185,83,15(1),1398,1.6,0.7,1.3,0.6,2.9,0.4,0.4,-,6.61
"5Giovanni Di Lorenzo30,  Di(CSD),Cc(D)","Giovanni Di Lorenzo 30,  Di(CSD),Cc(D)",183,83,26,2340,1.6,0.7,0.7,0.2,1.1,1.1,0.4,-,6.80
"6Jens Cajuste24,  MC","Jens Cajuste 24,  MC",188,77,6(12),586,1.3,0.1,1,-,0.5,0.4,0.1,-,6.34
"7Mário Rui32,  Di(S),Cc(S)","Mário Rui 32,  Di(S),Cc(S)",170,67,11(5),923,1.3,0.7,0.9,0.3,0.9,0.3,0.1,-,6.56
"8Natan23,  Di(C)","Natan 23,  Di(C)",185,92,10(3),910,1.1,0.5,1,0.4,2.3,0.4,0.7,-,6.44
"9Khvicha Kvaratskhelia23,  CO(CSD),AC","Khvicha Kvaratskhelia 23,  CO(CSD),AC",183,70,23(2),1999,1,0.5,0.6,-,0.2,1,-,-,7.52
"10Leo Østigård24,  Di(C)","Leo Østigård 24,  Di(C)",182,81,13(6),1082,1,0.6,0.4,0.3,2.1,0.2,0.4,-,6.56
"11Amir Rrahmani30,  Di(CS)","Amir Rrahmani 30,  Di(CS)",192,87,22,1883,1,0.8,0.6,0.8,2.7,0.5,0.4,-,6.81
"12Piotr Zielinski29,  Cc(CSD)","Piotr Zielinski 29,  Cc(CSD)",180,76,19(4),1591,0.8,0.3,0.5,-,0.6,0.5,-,-,6.72
"13Matteo Politano30,  CO(CSD),AC","Matteo Politano 30,  CO(CSD),AC",171,67,21(5),1636,0.7,0.4,0.4,-,0.3,0.7,-,-,6.94
"14Alessio Zerbin25,  Forward","Alessio Zerbin 25,  Forward",182,80,1(6),145,0.7,-,1,-,-,0.7,-,-,6.17
"15Giacomo Raspadori24,  CO(CS),AC","Giacomo Raspadori 24,  CO(CS),AC",172,69,12(15),1296,0.7,0.1,0.4,-,0.2,0.3,-,-,6.65
"16Pasquale Mazzocchi28,  Di(SD),Cc(SD)","Pasquale Mazzocchi 28,  Di(SD),Cc(SD)",183,78,3(3),279,0.7,0.2,1,0.2,0.8,-,-,-,6.27
"17Cyril Ngonge23,  CO(CD),AC","Cyril Ngonge 23,  CO(CD),AC",179,73,0(4),71,0.5,-,0.3,-,0.5,-,-,-,6.50
"18Diego Demme32,  MC","Diego Demme 32,  MC",172,71,1(1),73,0.5,-,0.5,-,-,0.5,-,-,6.23
"19Giovanni Simeone28,  CO(D),AC","Giovanni Simeone 28,  CO(D),AC",180,81,6(14),620,0.5,0.1,0.5,-,0.2,0.5,-,-,6.29
"20Gianluca Gaetano23,  Midfielder","Gianluca Gaetano 23,  Midfielder",181,71,1(8),156,0.4,0.1,0.3,-,0.4,0.2,0.2,-,6.37
"21Victor Osimhen25,  AC","Victor Osimhen 25,  AC",185,78,14(2),1248,0.4,0.1,1.2,-,0.8,0.1,0.1,-,6.93
"22Eljif Elmas24,  Cc(CSD),AC","Eljif Elmas 24,  Cc(CSD),AC",184,78,4(7),334,0.4,0.2,0.6,-,0.6,-,-,-,6.41
"23Jesper Lindstrøm24,  CO(CSD),AC","Jesper Lindstrøm 24,  CO(CSD),AC",182,66,1(16),308,0.4,0.1,0.3,-,0.1,0.2,-,-,6.19
"24Hamed Traorè24,  CO(CSD)","Hamed Traorè 24,  CO(CSD)",184,77,3,200,0.3,0.3,0.7,-,0.3,1,-,-,6.62
"25Alessandro Zanoli23,  Di(D),Cc(D)","Alessandro Zanoli 23,  Di(D),Cc(D)",188,74,0(4),49,0.3,0.3,0.8,-,0.3,-,-,-,6.01
"26Pierluigi Gollini28,  POR","Pierluigi Gollini 28,  POR",194,94,7,630,0.1,0.1,-,-,0.6,-,-,-,6.48
"27Alex Meret26,  POR","Alex Meret 26,  POR",190,82,20,1784,-,-,-,-,0.9,-,-,-,6.60
"28Leander Dendoncker28,  Di(C),Cc(C)","Leander Dendoncker 28,  Di(C),Cc(C)",188,83,0(3),21,-,-,-,-,-,-,0.3,-,6.12
"29Nikita Contini27,  Goalkeeper","Nikita Contini 27,  Goalkeeper",190,82,0(1),16,-,-,-,-,1,-,-,-,6.10
