Giocatore,Giocatore,cm,kg,Pres,Min,Cont,Inter,Falli,Fuorig,Spaz,Drib,Respinte,Autogol,Rating
"1Jean-Daniel Akpa Akpro31,  Di(D),Cc(CSD)","Jean-Daniel Akpa Akpro 31,  Di(D),Cc(CSD)",180,70,16(8),1364,2.2,0.5,1.3,-,0.9,0.8,0.2,-,6.58
"2Liberato Cacace23,  Di(S),Cc(S)","Liberato Cacace 23,  Di(S),Cc(S)",170,0,5(7),581,2.1,0.3,0.8,0.3,0.9,0.5,0.6,-,6.43
"3Fabiano Parisi23,  Di(SD)","Fabiano Parisi 23,  Di(SD)",178,0,33,2835,2,1.2,1,0.2,2.1,1.3,0.5,-,6.93
"4Ardian Ismajli27,  Di(C)","Ardian Ismajli 27,  Di(C)",185,76,22(3),2091,1.6,1.1,0.8,0.4,4.7,0.2,1.2,1,6.80
"5Filippo Bandinelli28,  Cc(C)","Filippo Bandinelli 28,  Cc(C)",180,70,28(7),2284,1.6,0.5,1.5,-,1.1,0.8,0.2,-,6.55
"6Petar Stojanovic28,  Di(D),Cc(D)","Petar Stojanovic 28,  Di(D),Cc(D)",178,72,16(11),1528,1.6,0.4,0.4,0.3,1.8,0.6,0.2,-,6.42
"7Jacopo Fazzini20,  CO(C)","Jacopo Fazzini 20,  CO(C)",178,0,8(13),818,1.5,0.3,1,-,0.6,0.8,0.1,-,6.34
"8Sam Lammers26,  CO(C),AC","Sam Lammers 26,  CO(C),AC",189,77,10(4),886,1.4,0.2,0.4,-,0.6,0.3,0.1,-,6.49
"9Razvan Marin27,  Cc(C)","Razvan Marin 27,  Cc(C)",178,70,28(5),2539,1.3,0.4,0.9,-,1,0.6,0.3,-,6.74
"10Nicolas Haas28,  Cc(C)","Nicolas Haas 28,  Cc(C)",181,76,12(12),1160,1.1,0.3,0.8,-,1,0.5,0.2,-,6.27
"11Nicolò Cambiaghi23,  CO(CSD),AC","Nicolò Cambiaghi 23,  CO(CSD),AC",173,0,12(16),1282,1.1,0.3,0.9,-,0.2,0.7,-,-,6.61
"12Alberto Grassi28,  MC","Alberto Grassi 28,  MC",183,75,14(11),1193,1,1.1,0.9,-,1.8,0.4,0.5,-,6.51
"13Koni De Winter21,  Di(C)","Koni De Winter 21,  Di(C)",188,0,12(2),1022,1,0.4,0.9,0.6,4.5,0.6,0.9,-,6.42
"14Tommaso Baldanzi20,  CO(C)","Tommaso Baldanzi 20,  CO(C)",176,0,24(2),1789,1,0.1,0.5,-,0.2,1,-,-,6.55
"15Sebastiano Luperto27,  Di(CS)","Sebastiano Luperto 27,  Di(CS)",191,75,36,3137,0.9,1.2,0.6,0.5,4.4,0.3,1.2,-,6.65
"16Tyronne Ebuehi28,  Di(SD)","Tyronne Ebuehi 28,  Di(SD)",187,76,22(4),1926,0.8,0.5,0.5,0.3,2.5,0.2,0.5,-,6.64
"17Sebastian Walukiewicz23,  Di(C)","Sebastian Walukiewicz 23,  Di(C)",188,0,6(5),601,0.8,0.6,0.5,0.3,2.7,0.2,0.8,-,6.49
"18Liam Henderson27,  CO(C)","Liam Henderson 27,  CO(C)",183,78,11(14),1004,0.5,0.4,1.4,-,0.4,0.7,0.1,-,6.22
"19Nedim Bajrami25,  CO(CD)","Nedim Bajrami 25,  CO(CD)",179,68,8(11),931,0.4,0.4,0.3,-,0.2,0.1,-,-,6.34
"20Martín Satriano23,  AC","Martín Satriano 23,  AC",187,75,20(11),1709,0.4,0.1,0.6,-,0.6,0.3,-,-,6.33
"21Emanuel Vignato23,  CO(CS)","Emanuel Vignato 23,  CO(CS)",175,70,0(5),52,0.4,-,0.2,-,0.2,-,-,-,6.31
"22Marko Pjaca28,  CO(CS),AC","Marko Pjaca 28,  CO(CS),AC",186,83,5(12),518,0.2,0.2,0.1,-,0.2,0.1,-,-,6.38
"23Francesco Caputo36,  AC","Francesco Caputo 36,  AC",180,75,20(1),1719,0.1,0.1,0.6,-,0.4,-,0.1,-,6.54
"24Roberto Piccoli23,  AC","Roberto Piccoli 23,  AC",187,78,6(7),516,0.1,0.1,0.5,-,0.7,0.2,0.1,-,6.36
"25Mattia Destro32,  AC","Mattia Destro 32,  AC",181,73,6(11),567,0.1,0.1,0.7,-,0.3,-,-,-,6.14
"26Guglielmo Vicario27,  POR","Guglielmo Vicario 27,  POR",194,83,31,2784,-,-,-,-,1.4,-,-,-,6.85
"27Duccio Degli Innocenti20,  Midfielder","Duccio Degli Innocenti 20,  Midfielder",180,0,0(1),1,-,1,-,-,-,-,-,-,6.00
"28Emmanuel Ekong21,  Forward","Emmanuel Ekong 21,  Forward",176,0,0(2),18,-,-,-,-,-,-,-,-,5.99
"29Herculano Nabian20,  Forward","Herculano Nabian 20,  Forward",182,0,0(1),1,-,-,-,-,-,-,-,-,6.00
"30Lorenzo Tonelli34,  Di(C)","Lorenzo Tonelli 34,  Di(C)",183,78,1(1),20,-,-,-,-,-,0.5,-,-,5.89
"31Samir Ujkani35,  POR","Samir Ujkani 35,  POR",188,78,0(1),6,-,-,-,-,-,-,-,-,5.91
"32Samuele Perisan26,  POR","Samuele Perisan 26,  POR",192,75,7,630,-,-,-,-,0.6,-,-,-,6.55
