Giocatore,Giocatore,cm,kg,Pres,Min,Cont,Inter,Falli,Fuorig,Spaz,Drib,Respinte,Autogol,Rating
"1Matteo Darmian34,  Di(CSD),Cc(SD)","Matteo Darmian 34,  Di(CSD),Cc(SD)",182,70,24(7),2032,1.8,0.7,0.7,-,1.1,0.5,0.2,-,6.63
"2Danilo D'Ambrosio35,  Di(CSD),Cc(SD)","Danilo D'Ambrosio 35,  Di(CSD),Cc(SD)",180,75,8(7),733,1.7,0.7,1.1,0.2,1.1,0.8,0.3,-,6.46
"3Hakan Çalhanoglu30,  Cc(CSD),AC","Hakan Çalhanoglu 30,  Cc(CSD),AC",178,76,28(5),2375,1.5,0.8,1.4,-,0.2,0.8,0.2,-,7.07
"4Alessandro Bastoni24,  Di(C)","Alessandro Bastoni 24,  Di(C)",190,75,26(3),2168,1.4,0.8,0.7,0.2,1.4,0.6,0.4,-,6.68
"5Nicolò Barella27,  CO(C)","Nicolò Barella 27,  CO(C)",175,68,31(4),2622,1.4,0.3,0.9,-,0.3,0.7,0.1,-,6.94
"6Milan Skriniar29,  Di(C)","Milan Skriniar 29,  Di(C)",187,80,20(1),1770,1.4,0.6,1.7,0.3,2.2,0.7,0.6,1,6.44
"7Henrikh Mkhitaryan35,  Cc(CSD),AC","Henrikh Mkhitaryan 35,  Cc(CSD),AC",177,75,24(7),1997,1.3,0.7,0.9,-,0.5,0.9,0.1,-,6.69
"8Marcelo Brozovic31,  Cc(CD)","Marcelo Brozovic 31,  Cc(CD)",181,68,19(9),1769,1.3,0.8,0.9,-,0.9,0.9,0.3,-,6.78
"9Francesco Acerbi36,  Di(C)","Francesco Acerbi 36,  Di(C)",192,88,25(6),2418,1.1,1.3,0.5,0.3,2.5,0.3,0.6,-,6.79
"10Robin Gosens29,  Di(S),Cc(CS)","Robin Gosens 29,  Di(S),Cc(CS)",183,76,11(21),1168,1.1,0.7,0.5,-,0.4,0.3,0.1,-,6.44
"11Stefan de Vrij32,  Di(C)","Stefan de Vrij 32,  Di(C)",190,78,22(5),1944,1,1.5,0.6,0.3,2.9,0.2,0.4,-,6.87
"12Denzel Dumfries27,  Di(D),Cc(D)","Denzel Dumfries 27,  Di(D),Cc(D)",188,80,25(9),2223,1,0.4,0.9,-,0.6,0.4,0.3,1,6.69
"13Federico Dimarco26,  Di(CS),Cc(S)","Federico Dimarco 26,  Di(CS),Cc(S)",175,75,26(7),2089,0.9,0.5,0.4,-,0.4,0.3,0.1,-,6.87
"14Roberto Gagliardini29,  MC","Roberto Gagliardini 29,  MC",190,77,7(12),777,0.8,0.2,1.1,-,0.6,0.6,0.3,-,6.27
"15Raoul Bellanova23,  Cc(D)","Raoul Bellanova 23,  Cc(D)",188,82,3(15),489,0.8,0.2,0.2,0.1,0.6,0.3,0.1,-,6.29
"16Lautaro Martínez26,  AC","Lautaro Martínez 26,  AC",174,72,27(11),2577,0.7,0.3,1.2,-,0.4,0.4,-,-,7.18
"17Kristjan Asllani21,  MC","Kristjan Asllani 21,  MC",175,0,5(15),580,0.6,0.3,0.3,-,0.2,0.2,0.1,-,6.25
"18Joaquín Correa29,  CO(CS),AC","Joaquín Correa 29,  CO(CS),AC",189,75,12(14),947,0.5,0.1,0.5,-,-,0.4,-,-,6.39
"19Valentín Carboni18,  CO(C)","Valentín Carboni 18,  CO(C)",185,78,0(5),21,0.2,-,-,-,-,0.4,-,-,6.04
"20Romelu Lukaku30,  CO(D),AC","Romelu Lukaku 30,  CO(D),AC",191,93,19(6),1663,0.1,-,0.6,-,0.6,0.1,-,-,6.96
"21Edin Dzeko37,  AC","Edin Dzeko 37,  AC",193,80,18(15),1729,0.1,0.1,0.8,-,0.8,0.1,-,-,6.75
"22Alex Cordaz41,  POR","Alex Cordaz 41,  POR",188,83,0(1),25,-,-,-,-,-,-,-,-,6.45
"23André Onana27,  POR","André Onana 27,  POR",190,93,24,2160,-,-,-,-,0.6,-,-,1,6.72
"24Mattia Zanotti21,  Defender","Mattia Zanotti 21,  Defender",173,71,0(2),26,-,-,1,-,-,0.5,-,-,6.02
"25Samir Handanovic39,  POR","Samir Handanovic 39,  POR",193,92,14,1235,-,-,-,-,0.6,-,-,-,6.68
