Giocatore,Giocatore,cm,kg,Pres,Min,Cont,Inter,Falli,Fuorig,Spaz,Drib,Respinte,Autogol,Rating
"1Morten Hjulmand24,  MC","Morten Hjulmand 24,  MC",185,73,34(1),2963,2.6,2.1,1.7,-,1.5,0.9,0.3,-,6.82
"2Valentin Gendrey23,  Di(D)","Valentin Gendrey 23,  Di(D)",179,75,35(2),3103,2.4,1,0.6,0.2,2.1,0.8,0.1,-,6.62
"3Samuel Umtiti30,  Di(CS)","Samuel Umtiti 30,  Di(CS)",182,75,24(1),2115,2.1,1,1.3,0.1,3.1,0.3,0.6,-,6.62
"4Alexis Blin27,  MC","Alexis Blin 27,  MC",184,78,26(9),2380,2,1,1.3,0.1,1.9,1,0.4,-,6.60
"5Marin Pongracic26,  Di(C)","Marin Pongracic 26,  Di(C)",190,95,9,792,1.8,1.8,1.7,0.4,3.3,0.2,0.3,-,6.62
"6Antonino Gallo24,  Di(S)","Antonino Gallo 24,  Di(S)",183,69,28(4),2486,1.8,0.4,0.4,0.2,2.1,0.6,0.2,2,6.53
"7Alessandro Tuia33,  Di(C)","Alessandro Tuia 33,  Di(C)",184,78,6(1),511,1.4,2.1,1.3,0.3,4,0.9,0.1,-,6.68
"8Gabriel Strefezza26,  Cc(SD)","Gabriel Strefezza 26,  Cc(SD)",168,63,30(5),2464,1.4,0.5,1.5,-,0.3,0.7,0.1,-,6.77
"9Joan González22,  Cc(C)","Joan González 22,  Cc(C)",190,0,26(9),2212,1.4,0.5,1,0.1,0.7,1,0.2,1,6.39
"10Giuseppe Pezzella26,  Di(S),Cc(S)","Giuseppe Pezzella 26,  Di(S),Cc(S)",185,81,10(6),922,1.3,0.5,1,0.1,1.6,0.4,0.2,-,6.31
"11Federico Baschirotto27,  Di(C)","Federico Baschirotto 27,  Di(C)",184,0,37,3330,1.1,1,1,0.7,5,0.4,0.8,-,6.71
"12Mert Çetin27,  Di(C)","Mert Çetin 27,  Di(C)",189,90,1,21,1,1,-,-,1,-,-,-,6.01
"13Tommaso Cassandro24,  Defender","Tommaso Cassandro 24,  Defender",185,75,0(1),12,1,-,1,1,-,-,1,-,6.23
"14Youssef Maleh25,  Cc(C)","Youssef Maleh 25,  Cc(C)",179,70,7(10),672,1,0.3,1.3,-,0.5,0.5,0.1,-,6.18
"15Simone Romagnoli34,  Di(C)","Simone Romagnoli 34,  Di(C)",193,85,1(6),164,0.9,0.1,0.4,0.4,1.4,-,0.1,-,6.22
"16Lameck Banda23,  CO(S)","Lameck Banda 23,  CO(S)",169,69,19(17),1637,0.8,0.2,0.9,-,0.1,0.7,0.1,-,6.36
"17Remi Oudin27,  Cc(CSD),AC","Remi Oudin 27,  Cc(CSD),AC",185,79,12(19),1315,0.8,0.9,0.3,-,0.6,0.4,0.1,-,6.58
"18Federico Di Francesco29,  Cc(SD),AC","Federico Di Francesco 29,  Cc(SD),AC",171,75,23(13),2040,0.8,0.2,1.2,-,0.4,0.3,-,-,6.37
"19Assan Ceesay29,  AC","Assan Ceesay 29,  AC",189,74,20(14),1818,0.7,0.1,1.1,-,0.6,0.2,0.1,-,6.43
"20Lorenzo Colombo21,  AC","Lorenzo Colombo 21,  AC",186,74,18(15),1518,0.5,0.1,1.1,-,0.2,0.2,-,-,6.30
"21Pablo Rodríguez22,  Forward","Pablo Rodríguez 22,  Forward",178,70,0(4),50,0.5,-,0.3,-,-,0.5,-,-,6.03
"22Kristoffer Askildsen23,  Cc(C)","Kristoffer Askildsen 23,  Cc(C)",190,0,7(14),724,0.3,0.5,1,-,0.3,0.3,0.2,-,6.21
"23Kristijan Bistrovic25,  MC","Kristijan Bistrovic 25,  MC",183,75,5(6),460,0.3,-,0.2,-,0.4,0.5,-,-,6.15
"24Thórir Helgason23,  Cc(C)","Thórir Helgason 23,  Cc(C)",187,66,2(10),215,0.2,0.3,0.2,0.1,0.3,0.1,0.1,-,6.13
"25Joel Voelkerling Persson21,  Forward","Joel Voelkerling Persson 21,  Forward",194,85,0(9),91,0.1,-,0.3,-,-,0.1,-,-,6.06
"26Wladimiro Falcone28,  POR","Wladimiro Falcone 28,  POR",195,85,38,3420,0.1,0.1,-,-,1.3,-,-,-,6.65
"27Kastriot Dermaku32,  Di(C)","Kastriot Dermaku 32,  Di(C)",195,73,0(1),33,-,-,-,-,-,-,-,-,5.89
"28Marcin Listkowski26,  Forward","Marcin Listkowski 26,  Forward",178,68,0(5),75,-,0.6,0.4,-,0.4,-,-,-,6.06
"29Pietro Ceccaroni28,  Di(C)","Pietro Ceccaroni 28,  Di(C)",188,73,0(2),41,-,1.5,-,0.5,1,-,0.5,-,6.33
